Long,Lat,Hoogte,EC_0.5m,EC_1m,EC_1.5m,EC_3m,Class_3,Class_5,Outlier
5.8355103,52.6622812,-6.6,11.6,26.7,32.3,49.5,1,2,0
5.8355109,52.6622901,-6.6,11.8,27.1,32.4,49.5,1,2,0
5.8355115,52.6622991,-6.6,12.1,27.3,32.5,49.5,1,2,0
5.8355121,52.6623081,-6.6,12.2,27.3,32.6,49.4,1,2,0
5.8355127,52.6623171,-6.6,12.2,27.4,32.5,49.1,1,2,0
5.8355133,52.6623261,-6.6,12.2,27.3,32.5,49,1,2,0
5.8355138,52.662335,-6.6,12.1,27.1,32.4,48.7,1,2,0
5.8355144,52.662344,-6.6,12,27,32.3,48.5,1,2,0
5.835515,52.662353,-6.6,11.9,26.8,32.1,48.4,1,2,0
5.8355156,52.662362,-6.6,11.9,26.6,32,48.3,1,2,0
5.8355162,52.662371,-6.6,11.8,26.4,31.9,48.3,1,2,0
5.8355167,52.6623799,-6.6,11.7,26.2,31.8,48.2,1,1,0
5.8355173,52.6623889,-6.6,11.7,26.2,31.7,48,1,1,0
5.8355179,52.6623979,-6.6,11.7,26.2,31.7,47.8,1,1,0
5.8355185,52.6624069,-6.6,11.7,26.2,31.7,47.6,1,1,0
5.8355191,52.6624158,-6.6,11.7,26.2,31.6,47.6,1,1,0
5.8355197,52.6624248,-6.6,11.7,26.2,31.6,47.5,1,1,0
5.8355202,52.6624338,-6.6,11.7,26,31.4,47.5,1,1,0
5.8355208,52.6624428,-6.6,11.5,25.9,31.2,47.4,1,1,0
5.8355214,52.6624518,-6.6,11.4,25.8,31.1,47.3,1,1,0
5.835522,52.6624607,-6.6,11.3,25.7,30.9,47.1,1,1,0
5.8355226,52.6624697,-6.6,11.3,25.6,30.7,47,1,1,0
5.8355231,52.6624787,-6.6,11.2,25.5,30.7,46.8,1,1,0
5.8355237,52.6624877,-6.6,11.2,25.6,30.7,46.8,1,1,0
5.8355243,52.6624967,-6.6,11.3,25.7,30.7,46.9,1,1,0
5.8355249,52.6625056,-6.6,11.3,25.8,30.9,47.1,1,1,0
5.8355255,52.6625146,-6.6,11.5,26.3,31.1,47.4,1,1,0
5.8355261,52.6625236,-6.6,11.9,26.9,31.3,47.7,1,1,0
5.8355266,52.6625326,-6.5,12.2,27.2,31.4,47.8,1,1,0
5.8355272,52.6625416,-6.5,12.3,27.4,31.5,47.9,1,1,0
5.8355278,52.6625505,-6.5,12.3,27.4,31.4,47.5,1,1,0
5.8355284,52.6625595,-6.5,12.1,27,31.1,46.7,1,1,0
5.835529,52.6625685,-6.5,11.6,26.1,30.5,46.1,1,1,0
5.8355295,52.6625775,-6.5,11.4,25.6,29.9,45.4,1,1,0
5.8355301,52.6625864,-6.5,11.2,25.5,29.5,44.8,1,1,0
5.8355307,52.6625954,-6.5,11.3,25.5,29.5,44.4,1,1,0
5.8355313,52.6626044,-6.5,11.4,25.5,29.4,44,1,1,0
5.8355319,52.6626134,-6.5,11.6,25.4,29.4,43.6,1,1,0
5.8355324,52.6626224,-6.6,11.9,25.4,29.3,43.1,1,1,0
5.835533,52.6626313,-6.6,12,25.4,29.4,42.6,1,1,0
5.8355336,52.6626403,-6.6,12.2,25.4,29.4,41.9,1,1,0
5.8355342,52.6626493,-6.6,12.4,25.1,28.9,41.8,1,1,0
5.8355348,52.6626583,-6.7,12.5,25,29.1,41.4,1,1,0
5.8355354,52.6626673,-6.7,12.6,25,29.1,41,1,1,0
5.8355359,52.6626762,-6.7,12.8,25,29.1,39.5,1,1,0
5.8355365,52.6626852,-6.7,13.5,25.3,29.3,39.3,1,1,0
5.8355371,52.6626942,-6.7,14.9,25.7,29.8,39.3,1,1,0
5.8355377,52.6627032,-6.7,15,26.5,30.1,39.3,1,1,0
5.8355383,52.6627122,-6.7,15,26.5,30.1,39.3,1,1,0
5.8355388,52.6627211,-6.7,15,26.6,30.1,39.4,1,1,0
5.8355394,52.6627301,-6.7,14.6,26.6,30.1,39.4,1,1,0
5.835403,52.6603952,-6.4,10.7,24.1,28.9,44.6,1,1,0
5.8354036,52.6604042,-6.4,10.6,24.1,29,44.9,1,1,0
5.8354042,52.6604132,-6.4,10.6,24.1,29.2,45,1,1,0
5.8354047,52.6604222,-6.4,10.6,24.1,29.2,45,1,1,0
5.8354053,52.6604312,-6.4,10.6,24.2,29.1,45,1,1,0
5.8354059,52.6604401,-6.4,10.6,24.2,29.2,45,1,1,0
5.8354065,52.6604491,-6.4,10.7,24.6,29.2,45.1,1,1,0
5.8354071,52.6604581,-6.4,10.9,24.9,29.6,45.2,1,1,0
5.8354077,52.6604671,-6.4,10.9,25.1,29.8,45.5,1,1,0
5.8354082,52.660476,-6.4,10.9,25.1,29.8,45.6,1,1,0
5.8354088,52.660485,-6.4,10.9,25.1,29.8,45.8,1,1,0
5.8354094,52.660494,-6.4,10.7,24.9,29.8,45.9,1,1,0
5.83541,52.660503,-6.4,10.7,24.8,29.9,46,1,1,0
5.8354106,52.660512,-6.4,10.7,24.8,29.9,46.1,1,1,0
5.8354111,52.6605209,-6.5,10.8,24.8,29.9,46.3,1,1,0
5.8354117,52.6605299,-6.5,11,25.1,30,46.3,1,1,0
5.8354123,52.6605389,-6.5,11.1,25.2,30,46.3,1,1,0
5.8354129,52.6605479,-6.5,11.1,25.3,30.1,46.3,1,1,0
5.8354135,52.6605569,-6.5,11.2,25.4,30.2,46.4,1,1,0
5.835414,52.6605658,-6.5,11.2,25.6,30.3,46.6,1,1,0
5.8354146,52.6605748,-6.5,11.4,25.9,30.6,46.8,1,1,0
5.8354152,52.6605838,-6.5,11.4,26,30.9,47.2,1,1,0
5.8354158,52.6605928,-6.5,11.6,26.3,31.2,47.3,1,2,0
5.8354164,52.6606018,-6.5,11.8,26.7,31.5,47.6,1,2,0
5.835417,52.6606107,-6.5,12.1,27.2,32,48.1,1,2,0
5.8354175,52.6606197,-6.5,12.3,27.7,32.4,48.8,2,2,0
5.8354181,52.6606287,-6.5,12.5,28.1,32.8,49.4,2,3,0
5.8354187,52.6606377,-6.5,12.5,28.3,33,49.9,2,3,0
5.8354193,52.6606466,-6.5,12.7,28.7,33.3,50.4,2,3,0
5.8354199,52.6606556,-6.5,12.9,29.1,33.6,51,2,4,0
5.8354204,52.6606646,-6.5,13.1,29.5,34,51.6,3,4,0
5.835421,52.6606736,-6.5,13.3,29.9,34.3,52.2,3,4,0
5.8354216,52.6606826,-6.5,13.2,30.1,34.6,52.8,3,4,0
5.8354222,52.6606915,-6.5,13.1,30.1,34.8,53.1,3,4,0
5.8354228,52.6607005,-6.5,13.1,30,34.8,53.3,3,4,0
5.8354234,52.6607095,-6.5,13,29.9,34.8,53.4,3,4,0
5.8354239,52.6607185,-6.5,12.9,29.7,34.8,53.4,3,4,0
5.8354245,52.6607275,-6.5,12.9,29.7,34.8,53.5,3,4,0
5.8354251,52.6607364,-6.5,12.9,29.8,34.9,53.7,3,4,0
5.8354257,52.6607454,-6.5,13.1,30,35.2,53.9,3,4,0
5.8354263,52.6607544,-6.5,13.1,30.2,35.5,54.2,3,4,0
5.8354268,52.6607634,-6.5,13.2,30.5,35.7,54.5,3,4,0
5.8354274,52.6607724,-6.5,13.2,30.5,36,55,3,5,0
5.835428,52.6607813,-6.5,13.2,30.7,36.2,55.5,3,5,0
5.8354286,52.6607903,-6.5,13.2,30.8,36.5,56.2,3,5,0
5.8354292,52.6607993,-6.5,13.2,30.9,36.7,56.7,3,5,0
5.8354297,52.6608083,-6.5,13.2,31.1,37.1,57.2,3,5,0
5.8354303,52.6608172,-6.5,13.4,31.5,37.6,57.9,3,5,0
5.8354309,52.6608262,-6.5,13.6,31.8,38.1,58.5,3,5,0
5.8354315,52.6608352,-6.5,13.7,32.3,38.5,59.2,3,5,0
5.8354321,52.6608442,-6.5,13.7,32.4,38.6,59.8,3,5,0
5.8354327,52.6608532,-6.5,13.7,32.6,39,60.2,3,5,0
5.8354332,52.6608621,-6.5,13.9,32.9,39.2,60.6,3,5,0
5.8354338,52.6608711,-6.6,13.9,33.1,39.3,60.8,3,5,0
5.8354344,52.6608801,-6.6,14.1,33.3,39.5,61,3,5,0
5.835435,52.6608891,-6.6,14.2,33.5,39.8,61.1,3,5,0
5.8354356,52.6608981,-6.6,14.3,33.8,39.9,61.3,3,5,0
5.8354361,52.660907,-6.6,14.4,34,40.2,61.6,3,5,0
5.8354367,52.660916,-6.6,14.5,34.2,40.3,61.8,3,5,0
5.8354373,52.660925,-6.6,14.6,34.3,40.4,61.9,3,5,0
5.8354379,52.660934,-6.6,14.7,34.5,40.4,61.9,3,5,0
5.8354385,52.660943,-6.6,14.7,34.4,40.2,61.8,3,5,0
5.8354391,52.6609519,-6.6,14.5,34.2,40.1,61.6,3,5,0
5.8354396,52.6609609,-6.6,14.5,33.8,40,61.6,3,5,0
5.8354402,52.6609699,-6.6,14.3,33.5,39.8,61.4,3,5,0
5.8354408,52.6609789,-6.6,14,32.9,39.6,61.3,3,5,0
5.8354414,52.6609878,-6.6,13.8,32.8,39.4,61.2,3,5,0
5.835442,52.6609968,-6.6,13.7,32.6,39.2,61,3,5,0
5.8354425,52.6610058,-6.6,13.6,32.4,39.1,61,3,5,0
5.8354431,52.6610148,-6.6,13.6,32.5,39.1,61,3,5,0
5.8354437,52.6610238,-6.5,13.8,32.9,39.3,61.1,3,5,0
5.8354443,52.6610327,-6.5,14,33.1,39.5,61.2,3,5,0
5.8354449,52.6610417,-6.5,14.1,33.5,39.9,61.5,3,5,0
5.8354454,52.6610507,-6.5,14.3,33.7,40.1,61.8,3,5,0
5.835446,52.6610597,-6.5,14.3,33.8,40.2,61.8,3,5,0
5.8354466,52.6610687,-6.5,14.4,34,40.4,62.1,3,5,0
5.8354472,52.6610776,-6.6,14.5,34,40.5,62.2,3,5,0
5.8354478,52.6610866,-6.6,14.6,34.2,40.7,62.5,3,5,0
5.8354484,52.6610956,-6.6,14.7,34.4,40.7,62.6,3,5,0
5.8354489,52.6611046,-6.6,14.7,34.4,40.7,62.4,3,5,0
5.8354495,52.6611136,-6.6,14.6,34.2,40.5,62.2,3,5,0
5.8354501,52.6611225,-6.6,14.6,34,40.2,61.8,3,5,0
5.8354507,52.6611315,-6.6,14.3,33.6,39.9,61.5,3,5,0
5.8354513,52.6611405,-6.6,13.9,33.1,39.5,61,3,5,0
5.8354518,52.6611495,-6.6,13.8,32.8,39.1,60.8,3,5,0
5.8354524,52.6611584,-6.6,13.7,32.5,38.9,60.8,3,5,0
5.835453,52.6611674,-6.6,13.7,32.4,38.9,60.7,3,5,0
5.8354536,52.6611764,-6.6,13.7,32.3,38.8,60.5,3,5,0
5.8354542,52.6611854,-6.6,13.6,32.3,38.7,60.2,3,5,0
5.8354548,52.6611944,-6.6,13.6,32.2,38.4,59.8,3,5,0
5.8354553,52.6612033,-6.6,13.5,32,38,59.2,3,5,0
5.8354559,52.6612123,-6.6,13.3,31.7,37.8,58.8,3,5,0
5.8354565,52.6612213,-6.6,13.3,31.4,37.7,58.6,3,5,0
5.8354571,52.6612303,-6.6,13.1,31.1,37.7,58.5,3,5,0
5.8354577,52.6612393,-6.6,13,30.8,37.6,58.5,3,5,0
5.8354582,52.6612482,-6.6,13,30.6,37.6,58.4,3,5,0
5.8354588,52.6612572,-6.6,12.9,30.6,37.5,58.4,3,5,0
5.8354594,52.6612662,-6.6,12.9,30.6,37.5,58.3,3,5,0
5.83546,52.6612752,-6.6,13,31,37.5,58.4,3,5,0
5.8354606,52.6612842,-6.6,13.2,31.5,37.6,58.6,3,5,0
5.8354611,52.6612931,-6.6,13.3,31.7,37.8,58.7,3,5,0
5.8354617,52.6613021,-6.6,13.3,31.6,37.9,58.9,3,5,0
5.8354623,52.6613111,-6.6,13.3,31.6,37.9,58.9,3,5,0
5.8354629,52.6613201,-6.6,13.3,31.6,37.9,58.9,3,5,0
5.8354635,52.661329,-6.6,13.1,31.4,37.8,58.9,3,5,0
5.8354641,52.661338,-6.6,12.9,31.1,37.7,58.8,3,5,0
5.8354646,52.661347,-6.6,13,31.1,37.7,58.8,3,5,0
5.8354652,52.661356,-6.6,13.1,31.4,37.8,58.9,3,5,0
5.8354658,52.661365,-6.6,13.4,31.8,38.2,59.4,3,5,0
5.8354664,52.6613739,-6.6,13.5,32,38.5,59.5,3,5,0
5.835467,52.6613829,-6.6,13.7,32.1,38.7,59.7,3,5,0
5.8354675,52.6613919,-6.6,13.7,32.2,38.7,59.8,3,5,0
5.8354681,52.6614009,-6.6,13.7,32.3,38.7,59.9,3,5,0
5.8354687,52.6614099,-6.6,13.8,32.4,38.6,59.9,3,5,0
5.8354693,52.6614188,-6.6,13.8,32.4,38.6,59.7,3,5,0
5.8354699,52.6614278,-6.6,13.7,32.3,38.5,59.4,3,5,0
5.8354705,52.6614368,-6.6,13.6,32.1,38.3,59.2,3,5,0
5.835471,52.6614458,-6.6,13.5,31.8,38.1,59.1,3,5,0
5.8354716,52.6614548,-6.6,13.5,31.6,38.1,58.9,3,5,0
5.8354722,52.6614637,-6.5,13.5,31.6,38.1,58.9,3,5,0
5.8354728,52.6614727,-6.5,13.5,31.6,38.1,58.8,3,5,0
5.8354734,52.6614817,-6.5,13.6,31.7,38.1,58.7,3,5,0
5.8354739,52.6614907,-6.5,13.6,31.7,38,58.4,3,5,0
5.8354745,52.6614996,-6.5,13.6,31.7,37.8,58.3,3,5,0
5.8354751,52.6615086,-6.5,13.5,31.5,37.8,58.3,3,5,0
5.8354757,52.6615176,-6.5,13.4,31.4,37.6,58.3,3,5,0
5.8354763,52.6615266,-6.5,13.4,31.3,37.6,58.2,3,5,0
5.8354768,52.6615356,-6.5,13.3,31.2,37.6,58.1,3,5,0
5.8354774,52.6615445,-6.5,13.4,31.2,37.5,58,3,5,0
5.835478,52.6615535,-6.5,13.5,31.3,37.5,57.8,3,5,0
5.8354786,52.6615625,-6.5,13.5,31.3,37.5,57.6,3,5,0
5.8354792,52.6615715,-6.5,13.5,31.2,37.4,57.5,3,5,0
5.8354798,52.6615805,-6.5,13.3,31,37.2,57.3,3,5,0
5.8354803,52.6615894,-6.5,13.3,30.8,36.9,56.9,3,5,0
5.8354809,52.6615984,-6.5,13,30.5,36.6,56.5,3,4,0
5.8354815,52.6616074,-6.5,12.9,30.2,36.3,56,3,4,0
5.8354821,52.6616164,-6.5,12.7,30,36.1,55.6,3,4,0
5.8354827,52.6616254,-6.5,12.6,29.7,35.7,55.1,3,4,0
5.8354832,52.6616343,-6.5,12.4,29.4,35.3,54.6,3,4,0
5.8354838,52.6616433,-6.5,12.3,29,34.9,54.1,2,4,0
5.8354844,52.6616523,-6.5,12.1,28.6,34.5,53.6,2,4,0
5.835485,52.6616613,-6.5,12,28.3,34.3,53.2,2,3,0
5.8354856,52.6616702,-6.5,12,28.2,34.2,53,2,3,0
5.8354862,52.6616792,-6.5,12,28.2,34.2,52.9,2,3,0
5.8354867,52.6616882,-6.5,12.1,28.2,34.1,52.9,2,3,0
5.8354873,52.6616972,-6.5,12.1,28.2,34.1,52.7,2,3,0
5.8354879,52.6617062,-6.5,12.1,28.2,34.1,52.5,2,3,0
5.8354885,52.6617151,-6.5,12.1,28.2,33.9,52.4,2,3,0
5.8354891,52.6617241,-6.5,12.1,28.1,33.9,52.3,2,3,0
5.8354896,52.6617331,-6.5,12,28,33.8,52.2,2,3,0
5.8354902,52.6617421,-6.5,12,27.8,33.6,52.1,2,3,0
5.8354908,52.6617511,-6.5,11.9,27.8,33.6,51.9,2,3,0
5.8354914,52.66176,-6.5,12,27.8,33.4,51.7,2,3,0
5.835492,52.661769,-6.5,12,27.7,33.4,51.6,2,3,0
5.8354926,52.661778,-6.5,11.9,27.7,33.3,51.4,2,3,0
5.8354931,52.661787,-6.5,11.9,27.5,33.2,51.2,2,2,0
5.8354937,52.661796,-6.5,11.8,27.4,33,51,2,2,0
5.8354943,52.6618049,-6.5,11.8,27.2,32.9,50.8,2,2,0
5.8354949,52.6618139,-6.5,11.7,27.1,32.7,50.6,1,2,0
5.8354955,52.6618229,-6.5,11.7,26.8,32.6,50.4,1,2,0
5.835496,52.6618319,-6.5,11.7,26.7,32.5,50.1,1,2,0
5.8354966,52.6618408,-6.5,11.7,26.7,32.5,50.1,1,2,0
5.8354972,52.6618498,-6.5,11.7,26.7,32.5,50.1,1,2,0
5.8354978,52.6618588,-6.5,11.7,26.8,32.6,50.1,1,2,0
5.8354984,52.6618678,-6.5,11.7,26.9,32.6,50.1,1,2,0
5.8354989,52.6618768,-6.5,11.7,26.9,32.6,50.2,1,2,0
5.8354995,52.6618857,-6.5,11.7,26.9,32.5,50.1,1,2,0
5.8355001,52.6618947,-6.5,11.6,26.9,32.5,50.1,1,2,0
5.8355007,52.6619037,-6.5,11.5,26.9,32.3,50,1,2,0
5.8355013,52.6619127,-6.5,11.5,26.9,32.3,49.8,1,2,0
5.8355019,52.6619217,-6.5,11.5,26.8,32.2,49.7,1,2,0
5.8355024,52.6619306,-6.5,11.5,26.7,32.2,49.7,1,2,0
5.835503,52.6619396,-6.5,11.5,26.7,32.2,49.6,1,2,0
5.8355036,52.6619486,-6.5,11.6,26.6,32.2,49.6,1,2,0
5.8355042,52.6619576,-6.5,11.6,26.6,32.3,49.6,1,2,0
5.8355048,52.6619665,-6.5,11.7,26.6,32.3,49.6,1,2,0
5.8355053,52.6619755,-6.5,11.7,26.6,32.3,49.7,1,2,0
5.8355059,52.6619845,-6.5,11.7,26.8,32.4,49.8,1,2,0
5.8355065,52.6619935,-6.5,11.8,26.9,32.7,50,2,2,0
5.8355071,52.6620025,-6.6,11.9,27.1,32.9,50.3,2,2,0
5.8355077,52.6620114,-6.6,12,27.4,33.1,50.6,2,3,0
5.8355083,52.6620204,-6.6,12.1,27.6,33.4,51,2,3,0
5.8355088,52.6620294,-6.6,12.2,27.9,33.6,51.3,2,3,0
5.8355094,52.6620384,-6.6,12.3,28.2,33.8,51.5,2,3,0
5.83551,52.6620474,-6.6,12.4,28.5,34,51.8,2,3,0
5.8355106,52.6620563,-6.6,12.4,28.7,34.1,52,2,3,0
5.8355112,52.6620653,-6.6,12.4,28.8,34.1,52.1,2,3,0
5.8355117,52.6620743,-6.6,12.4,28.8,34.2,52.2,2,3,0
5.8355123,52.6620833,-6.6,12.4,28.8,34.2,52.2,2,3,0
5.8355129,52.6620923,-6.6,12.3,28.7,34.1,52.1,2,3,0
5.8355135,52.6621012,-6.6,12.2,28.5,34,52.1,2,3,0
5.8355141,52.6621102,-6.6,12.2,28.2,33.9,52,2,3,0
5.8355146,52.6621192,-6.6,12.1,28.2,33.7,51.9,2,3,0
5.8355152,52.6621282,-6.6,12.1,27.9,33.5,51.7,2,3,0
5.8355158,52.6621371,-6.6,12,27.9,33.4,51.4,2,3,0
5.8355164,52.6621461,-6.6,12,27.7,33.2,51.2,2,3,0
5.835517,52.6621551,-6.6,12,27.7,33.2,51.2,2,3,0
5.8355176,52.6621641,-6.6,12,27.6,33.1,50.9,2,2,0
5.8355181,52.6621731,-6.6,11.9,27.5,32.9,50.7,2,2,0
5.8355187,52.662182,-6.6,11.9,27.3,32.8,50.5,2,2,0
5.8355193,52.662191,-6.6,11.8,27.2,32.7,50.3,2,2,0
5.8355199,52.6622,-6.6,11.7,26.9,32.4,49.9,2,2,0
5.8355205,52.662209,-6.6,11.6,26.6,32.1,49.5,1,2,0
5.835521,52.662218,-6.6,11.5,26.5,32.1,49.5,1,2,0
5.8355216,52.6622269,-6.6,11.4,26.3,32.1,49.4,1,2,0
5.8355222,52.6622359,-6.6,11.4,26.3,32.1,49.4,1,2,0
5.8355228,52.6622449,-6.6,11.5,26.5,32.1,49.4,1,2,0
5.8355234,52.6622539,-6.6,11.5,26.6,32.1,49.5,1,2,0
5.835524,52.6622629,-6.6,11.5,26.6,32.1,49.5,1,2,0
5.8355245,52.6622718,-6.6,11.5,26.6,32.1,49.5,1,2,0
5.8355251,52.6622808,-6.6,11.6,26.7,32.3,49.5,1,2,0
5.8355257,52.6622898,-6.6,11.8,26.8,32.4,49.5,1,2,0
5.8355263,52.6622988,-6.6,12,27.1,32.4,49.4,1,2,0
5.8355269,52.6623077,-6.6,12.2,27.1,32.5,49.3,1,2,0
5.8355274,52.6623167,-6.6,12.2,27.2,32.5,49.1,1,2,0
5.835528,52.6623257,-6.6,12.2,27.1,32.4,49,1,2,0
5.8355286,52.6623347,-6.6,12.1,27.1,32.3,48.8,1,2,0
5.8355292,52.6623437,-6.6,12,26.9,32.3,48.6,1,2,0
5.8355298,52.6623526,-6.6,11.9,26.8,32.1,48.5,1,2,0
5.8355304,52.6623616,-6.6,11.8,26.6,32,48.4,1,2,0
5.8355309,52.6623706,-6.6,11.7,26.4,31.9,48.3,1,2,0
5.8355315,52.6623796,-6.6,11.6,26.2,31.8,48.3,1,1,0
5.8355321,52.6623886,-6.6,11.6,26.2,31.7,48.2,1,1,0
5.8355327,52.6623975,-6.6,11.7,26.2,31.7,48,1,1,0
5.8355333,52.6624065,-6.6,11.7,26.3,31.7,47.8,1,1,0
5.8355338,52.6624155,-6.6,11.8,26.4,31.7,47.7,1,1,0
5.8355344,52.6624245,-6.6,11.8,26.4,31.7,47.7,1,1,0
5.835535,52.6624335,-6.6,11.7,26.3,31.6,47.6,1,1,0
5.8355356,52.6624424,-6.6,11.7,26,31.4,47.6,1,1,0
5.8355362,52.6624514,-6.6,11.5,25.9,31.2,47.6,1,1,0
5.8355367,52.6624604,-6.6,11.4,25.9,31.1,47.5,1,1,0
5.8355373,52.6624694,-6.6,11.3,25.8,31,47.3,1,1,0
5.8355379,52.6624783,-6.6,11.3,25.7,30.9,47.1,1,1,0
5.8355385,52.6624873,-6.6,11.3,25.7,30.8,47.1,1,1,0
5.8355391,52.6624963,-6.6,11.3,25.8,30.9,47.1,1,1,0
5.8355397,52.6625053,-6.6,11.4,26,31.1,47.3,1,1,0
5.8355402,52.6625143,-6.6,11.5,26.3,31.2,47.7,1,1,0
5.8355408,52.6625232,-6.5,11.9,27,31.4,47.8,1,1,0
5.8355414,52.6625322,-6.5,12.3,27.3,31.6,48.2,1,1,0
5.835542,52.6625412,-6.5,12.5,27.5,31.7,48.2,1,1,0
5.8355426,52.6625502,-6.5,12.5,27.5,31.7,48.1,1,1,0
5.8355431,52.6625592,-6.5,12.5,27.2,31.5,47.4,1,1,0
5.8355437,52.6625681,-6.5,11.9,26.6,30.8,46.6,1,1,0
5.8355443,52.6625771,-6.5,11.4,26,30.3,46,1,1,0
5.8355449,52.6625861,-6.5,11.2,25.5,30,45.5,1,1,0
5.8355455,52.6625951,-6.5,11.3,25.4,29.9,45.2,1,1,0
5.8355461,52.6626041,-6.5,11.3,25.4,29.7,44.3,1,1,0
5.8355466,52.662613,-6.5,11.4,25.5,29.7,44.1,1,1,0
5.8355472,52.662622,-6.6,11.7,25.5,29.7,43.6,1,1,0
5.8355478,52.662631,-6.6,11.9,25.6,29.7,43.2,1,1,0
5.8355484,52.66264,-6.6,12.1,25.6,29.7,42.8,1,1,0
5.835549,52.6626489,-6.6,12.4,25.5,29.7,42.5,1,1,0
5.8355495,52.6626579,-6.6,12.5,25.4,29.6,42.3,1,1,0
5.8355501,52.6626669,-6.7,12.6,25.3,29.6,41.9,1,1,0
5.8355507,52.6626759,-6.7,12.7,25.3,29.4,41,1,1,0
5.8355513,52.6626849,-6.7,13.1,25.3,29.3,39.5,1,1,0
5.8355519,52.6626938,-6.7,14,25.7,29.8,39.3,1,1,0
5.8355524,52.6627028,-6.7,14.6,25.9,29.8,39.3,1,1,0
5.835553,52.6627118,-6.7,14.6,26.5,29.9,39.3,1,1,0
5.8355536,52.6627208,-6.7,14.6,26.5,29.8,38.9,1,1,0
5.8355542,52.6627298,-6.7,13.7,26.5,27.9,38.7,1,1,0
5.8355548,52.6627387,-6.7,13.4,24.5,27.9,37.7,1,1,0
5.8354166,52.6603769,-6.4,10.2,23.8,28.6,44.3,1,1,0
5.8354172,52.6603859,-6.4,10.3,23.8,28.7,44.3,1,1,0
5.8354178,52.6603949,-6.4,10.6,24.1,28.9,44.5,1,1,0
5.8354183,52.6604039,-6.4,10.8,24.1,29.1,44.8,1,1,0
5.8354189,52.6604128,-6.4,10.6,24.1,29.2,45,1,1,0
5.8354195,52.6604218,-6.4,10.7,24.2,29.2,45,1,1,0
5.8354201,52.6604308,-6.4,10.6,24.2,29.2,45,1,1,0
5.8354207,52.6604398,-6.4,10.6,24.3,29.2,45.1,1,1,0
5.8354213,52.6604488,-6.4,10.6,24.5,29.2,45.2,1,1,0
5.8354218,52.6604577,-6.4,10.7,24.7,29.5,45.2,1,1,0
5.8354224,52.6604667,-6.4,10.9,25,29.7,45.4,1,1,0
5.835423,52.6604757,-6.4,10.9,25.1,29.8,45.6,1,1,0
5.8354236,52.6604847,-6.4,10.9,25.1,29.8,45.8,1,1,0
5.8354242,52.6604937,-6.4,10.9,25,29.8,45.9,1,1,0
5.8354247,52.6605026,-6.4,10.7,24.9,29.9,46,1,1,0
5.8354253,52.6605116,-6.5,10.7,24.8,29.9,46.1,1,1,0
5.8354259,52.6605206,-6.5,10.8,24.8,29.9,46.2,1,1,0
5.8354265,52.6605296,-6.5,11,25.1,30,46.3,1,1,0
5.8354271,52.6605385,-6.5,11.1,25.2,30.1,46.3,1,1,0
5.8354277,52.6605475,-6.5,11.2,25.3,30.2,46.4,1,1,0
5.8354282,52.6605565,-6.5,11.3,25.6,30.3,46.5,1,1,0
5.8354288,52.6605655,-6.5,11.4,25.9,30.5,46.7,1,1,0
5.8354294,52.6605745,-6.5,11.5,26,30.8,47,1,1,0
5.83543,52.6605834,-6.5,11.6,26.3,31.1,47.2,1,1,0
5.8354306,52.6605924,-6.5,11.8,26.6,31.4,47.5,1,2,0
5.8354311,52.6606014,-6.5,11.8,26.8,31.6,47.8,1,2,0
5.8354317,52.6606104,-6.5,12.2,27.4,32,48.2,2,2,0
5.8354323,52.6606194,-6.5,12.4,27.8,32.4,48.9,2,3,0
5.8354329,52.6606283,-6.5,12.5,28.1,32.8,49.5,2,3,0
5.8354335,52.6606373,-6.5,12.5,28.3,33,50,2,3,0
5.835434,52.6606463,-6.5,12.6,28.5,33.3,50.5,2,3,0
5.8354346,52.6606553,-6.5,12.8,28.9,33.5,51,2,4,0
5.8354352,52.6606643,-6.5,12.9,29.3,33.8,51.6,2,4,0
5.8354358,52.6606732,-6.5,13,29.6,34.2,52.2,3,4,0
5.8354364,52.6606822,-6.5,13.1,29.9,34.3,52.5,3,4,0
5.835437,52.6606912,-6.5,13.1,30,34.6,52.9,3,4,0
5.8354375,52.6607002,-6.5,13.1,30,34.7,53.2,3,4,0
5.8354381,52.6607091,-6.5,13,29.9,34.7,53.3,3,4,0
5.8354387,52.6607181,-6.5,13,29.8,34.7,53.4,3,4,0
5.8354393,52.6607271,-6.5,13,29.8,34.8,53.4,3,4,0
5.8354399,52.6607361,-6.5,13,29.8,34.8,53.5,3,4,0
5.8354404,52.6607451,-6.5,13,30,35,53.7,3,4,0
5.835441,52.660754,-6.5,13.1,30.2,35.3,54.2,3,4,0
5.8354416,52.660763,-6.5,13.2,30.5,35.6,54.4,3,4,0
5.8354422,52.660772,-6.5,13.2,30.5,36,55,3,5,0
5.8354428,52.660781,-6.5,13.2,30.7,36.2,55.5,3,5,0
5.8354434,52.66079,-6.5,13.2,30.8,36.5,56.1,3,5,0
5.8354439,52.6607989,-6.5,13.2,30.9,36.8,56.7,3,5,0
5.8354445,52.6608079,-6.5,13.2,31.1,37.1,57.2,3,5,0
5.8354451,52.6608169,-6.5,13.4,31.4,37.6,57.9,3,5,0
5.8354457,52.6608259,-6.5,13.5,31.7,38,58.5,3,5,0
5.8354463,52.6608349,-6.5,13.6,32,38.5,59.2,3,5,0
5.8354468,52.6608438,-6.5,13.7,32.3,38.8,59.8,3,5,0
