Long,Lat,Hoogte,EC_0.5m,EC_1m,EC_1.5m,EC_3m,Class_3,Class_5,Outlier
5.835054216,52.66117697,-6.6,13.3,30.6,36.5,56.1,3,5,0
5.835054936,52.66118591,-6.6,13.3,30.3,36,55.6,3,5,0
5.835055475,52.66119486,-6.6,13.1,29.9,35.5,55,3,4,0
5.835056015,52.66120391,-6.6,12.8,29.3,35.1,54.3,3,4,0
5.835056554,52.66121286,-6.6,12.4,28.7,34.7,53.8,3,4,0
5.835057274,52.66122191,-6.6,12.4,28.5,34.4,53.2,2,4,0
5.835057813,52.66123075,-6.6,12.2,28.1,34.2,53.1,2,4,0
5.835058353,52.6612398,-6.6,12.1,28.1,34.1,53,2,4,0
5.835058893,52.66124875,-6.6,12.1,28.1,34,52.9,2,4,0
5.835059432,52.6612578,-6.6,12.1,28.1,34,52.9,2,4,0
5.835060152,52.66126675,-6.6,12.1,28.2,34,52.9,2,4,0
5.835060691,52.6612757,-6.6,12.1,28.2,34,53,2,4,0
5.835061231,52.66128475,-6.6,12.1,28.3,34.1,53,2,4,0
5.83506195,52.6612937,-6.6,12.1,28.3,34.3,53.2,2,4,0
5.83506249,52.66130275,-6.6,12.1,28.5,34.6,53.6,2,4,0
5.835063029,52.6613117,-6.6,12.3,28.9,35.1,54.1,2,4,0
5.835063569,52.66132064,-6.6,12.7,29.4,35.4,54.3,3,4,0
5.835064288,52.66132959,-6.6,12.8,29.5,35.4,54.5,3,4,0
5.835064828,52.66133864,-6.6,12.8,29.6,35.5,54.7,3,4,0
5.835065368,52.66134759,-6.6,12.8,29.7,35.5,54.9,3,4,0
5.835065907,52.66135653,-6.6,12.9,29.7,35.5,55,3,4,0
5.835066447,52.66136548,-6.6,12.8,29.7,35.5,55,3,4,0
5.835067166,52.66137453,-6.6,12.7,29.6,35.6,55.1,3,4,0
5.835067706,52.66138348,-6.6,12.7,29.7,35.6,54.9,3,4,0
5.835068245,52.66139253,-6.6,12.7,29.8,35.6,54.9,3,4,0
5.835068785,52.66140137,-6.6,12.8,29.9,35.5,54.9,3,4,0
5.835069325,52.66141043,-6.6,12.9,29.9,35.6,55,3,4,0
5.835070044,52.66141937,-6.6,12.9,30,35.7,55.1,3,4,0
5.835070584,52.66142843,-6.6,12.9,30,35.8,55.3,3,4,0
5.835071123,52.66143737,-6.6,12.8,29.9,35.9,55.4,3,4,0
5.835071663,52.66144632,-6.6,12.7,29.9,35.9,55.4,3,4,0
5.835072382,52.66145526,-6.6,12.7,29.9,35.9,55.3,3,4,0
5.835072922,52.66146432,-6.6,12.6,29.8,35.8,55.3,3,4,0
5.835073462,52.66147326,-6.6,12.6,29.7,35.8,55.2,3,4,0
5.835074181,52.66148232,-6.6,12.6,29.6,35.7,54.9,3,4,0
5.835074541,52.66149115,-6.6,12.5,29.6,35.7,54.9,3,4,0
5.83507526,52.66150021,-6.6,12.5,29.5,35.6,54.7,3,4,0
5.8350758,52.66150915,-6.6,12.5,29.5,35.4,54.6,3,4,0
5.835076339,52.66151821,-6.6,12.5,29.4,35.2,54.5,3,4,0
5.835077059,52.66152715,-6.6,12.5,29.4,35,54.3,3,4,0
5.835077419,52.6615361,-6.6,12.3,29.2,34.9,54.1,3,4,0
5.835078138,52.66154515,-6.6,12.3,29,34.8,53.8,3,4,0
5.835078678,52.6615541,-6.6,12.2,28.9,34.5,53.5,3,4,0
5.835079217,52.66156315,-6.6,12.1,28.7,34.3,53.1,2,4,0
5.835079937,52.66157199,-6.6,12,28.5,34,52.9,2,4,0
5.835080476,52.66158104,-6.6,11.9,28.1,33.8,52.5,2,3,0
5.835081016,52.66158999,-6.6,11.9,27.8,33.7,52.2,2,3,0
5.835081555,52.66159904,-6.6,11.9,27.8,33.7,52.2,2,3,0
5.835082275,52.66160799,-6.6,11.9,27.8,33.8,52.3,2,3,0
5.835082815,52.66161694,-6.6,12,28,33.9,52.4,2,3,0
5.835083354,52.66162588,-6.6,12.1,28.3,34.1,52.4,2,3,0
5.835083894,52.66163494,-6.6,12.3,28.5,34.2,52.4,2,3,0
5.835084433,52.66164388,-6.6,12.3,28.5,34.2,52.3,2,3,0
5.835085153,52.66165294,-6.6,12.2,28.3,34.1,52.1,2,3,0
5.835085692,52.66166177,-6.6,12.1,28.2,33.8,52,2,3,0
5.835086232,52.66167083,-6.6,11.9,27.6,33.5,51.9,2,3,0
5.835086951,52.66167977,-6.6,11.6,27.3,33.1,51.7,2,3,0
5.835087311,52.66168883,-6.6,11.6,27,32.9,51.4,2,3,0
5.835088031,52.66169766,-6.6,11.5,27,32.8,51.2,2,2,0
5.83508857,52.66170672,-6.6,11.5,26.8,32.7,51.1,2,2,0
5.83508929,52.66171566,-6.6,11.5,26.8,32.7,51.1,2,2,0
5.835089829,52.66172472,-6.6,11.6,27,32.8,51.1,2,2,0
5.835090369,52.66173366,-6.6,11.7,27.1,32.9,51.2,2,2,0
5.835090908,52.66174261,-6.6,11.7,27.3,33.1,51.3,2,2,0
5.835091448,52.66175155,-6.6,11.8,27.5,33.3,51.3,2,2,0
5.835092167,52.66176061,-6.6,11.9,27.6,33.3,51.4,2,3,0
5.835092707,52.66176955,-6.6,12,27.8,33.5,51.5,2,3,0
5.835093247,52.66177861,-6.6,12,28,33.5,51.5,2,3,0
5.835093786,52.66178745,-6.6,12.2,28.2,33.7,51.6,2,3,0
5.835094326,52.6617965,-6.6,12.3,28.3,34,51.8,2,3,0
5.835095045,52.66180545,-6.6,12.3,28.5,34.1,52.1,2,3,0
5.835095585,52.6618145,-6.6,12.4,28.7,34.4,52.3,2,3,0
5.835096124,52.66182345,-6.6,12.7,29.1,34.5,52.5,2,3,0
5.835096664,52.66183239,-6.6,12.9,29.5,34.8,52.7,2,3,0
5.835097384,52.66184145,-6.6,13.1,30,35.1,52.8,2,3,0
5.835097923,52.66185039,-6.6,13.3,30.1,35.2,52.8,2,3,0
5.835098463,52.66185945,-6.6,13.3,30.1,35.1,52.7,2,3,0
5.835099182,52.66186828,-6.6,13.2,29.8,34.9,52.6,2,3,0
5.835099542,52.66187734,-6.6,13,29.2,34.4,52.1,2,3,0
5.835100261,52.66188628,-6.6,12.7,28.6,34.1,51.7,2,3,0
5.835100801,52.66189534,-6.6,12.5,28.2,33.8,51.2,2,2,0
5.835101341,52.66190428,-6.5,12.1,27.5,33.4,50.7,2,2,0
5.83510206,52.66191323,-6.5,12,27.2,33,50.2,1,2,0
5.8351026,52.66192217,-6.5,11.9,26.9,32.7,49.9,1,2,0
5.835103139,52.66193123,-6.5,11.7,26.6,32.4,49.8,1,2,0
5.835103679,52.66194017,-6.5,11.7,26.5,32.3,49.6,1,2,0
5.835104218,52.66194923,-6.5,11.5,26.3,32.1,49.4,1,2,0
5.835104938,52.66195806,-6.5,11.5,26.2,31.9,49.2,1,2,0
5.835105477,52.66196712,-6.5,11.4,26.1,31.9,49.1,1,2,0
5.835106017,52.66197606,-6.5,11.4,26,31.8,49,1,1,0
5.835106557,52.66198512,-6.5,11.4,26,31.6,48.9,1,1,0
5.835107276,52.66199406,-6.5,11.4,26.1,31.6,48.8,1,1,0
5.835107816,52.66200301,-6.5,11.4,26.2,31.6,48.7,1,1,0
5.835108355,52.66201195,-6.5,11.4,26.2,31.6,48.7,1,1,0
5.835108895,52.66202101,-6.5,11.4,26.2,31.6,48.7,1,1,0
5.835109434,52.66202995,-6.5,11.4,26.2,31.6,48.6,1,1,0
5.835110154,52.6620389,-6.5,11.4,26.2,31.6,48.6,1,1,0
5.835110693,52.66204785,-6.5,11.3,26.1,31.6,48.7,1,1,0
5.835111233,52.6620569,-6.5,11.3,26.1,31.6,48.8,1,1,0
5.835111953,52.66206595,-6.5,11.3,26.1,31.7,48.8,1,2,0
5.835112312,52.6620749,-6.5,11.3,26.1,31.8,49,1,2,0
5.835113032,52.66208385,-6.5,11.3,26.1,31.9,49.1,1,2,0
5.835113571,52.66209279,-6.5,11.4,26.1,31.9,49.2,1,2,0
5.835114111,52.66210185,-6.5,11.4,26.4,32,49.3,1,2,0
5.83511483,52.66211079,-6.5,11.6,26.6,32.1,49.4,1,2,0
5.83511537,52.66211985,-6.5,11.7,26.7,32.2,49.4,1,2,0
5.83511591,52.66212868,-6.5,11.7,26.8,32.2,49.5,1,2,0
5.835116449,52.66213774,-6.5,11.8,26.8,32.4,49.6,1,2,0
5.835117169,52.66214668,-6.5,11.8,27,32.5,49.6,1,2,0
5.835117708,52.66215574,-6.5,11.8,27,32.6,49.7,1,2,0
5.835118248,52.66216468,-6.5,11.8,27,32.6,49.7,1,2,0
5.835118787,52.66217363,-6.5,11.8,27.1,32.6,49.7,1,2,0
5.835119327,52.66218257,-6.5,11.9,27.1,32.6,49.7,1,2,0
5.835120046,52.66219163,-6.5,12,27.1,32.8,49.7,2,2,0
5.835120586,52.66220057,-6.5,12.1,27.3,32.8,49.7,2,2,0
5.835121126,52.66220952,-6.5,12.2,27.4,32.9,49.8,2,2,0
5.835121665,52.66221846,-6.5,12.3,27.5,32.9,49.9,2,2,0
5.835122385,52.66222752,-6.5,12.4,27.5,33.1,49.9,2,2,0
5.835122924,52.66223646,-6.5,12.4,27.6,33.1,50,2,2,0
5.835123464,52.66224552,-6.5,12.4,27.7,33.2,50,2,2,0
5.835124183,52.66225435,-6.5,12.4,27.7,33.2,50,2,2,0
5.835124543,52.66226341,-6.5,12.4,27.7,33.2,50.1,2,2,0
5.835125263,52.66227235,-6.5,12.4,27.5,33.1,50,1,2,0
5.835125802,52.66228141,-6.5,12.3,27.4,32.9,49.9,1,2,0
5.835126342,52.66229035,-6.5,12.1,27.2,32.7,49.7,1,2,0
5.835127061,52.6622993,-6.5,12,27,32.5,49.5,1,2,0
5.835127601,52.66230835,-6.5,11.9,26.8,32.3,49.3,1,2,0
5.83512814,52.6623173,-6.5,11.8,26.7,32.2,49.2,1,2,0
5.83512868,52.66232635,-6.5,11.7,26.5,32,49,1,2,0
5.83512922,52.6623353,-6.5,11.8,26.4,31.9,48.9,1,2,0
5.835129939,52.66234424,-6.5,11.8,26.6,32,48.8,1,2,0
5.835130479,52.66235319,-6.5,11.9,26.7,32.1,48.8,1,2,0
5.835131018,52.66236224,-6.5,12.1,26.8,32.2,48.8,1,2,0
5.835131558,52.66237119,-6.5,12.2,26.9,32.3,48.8,1,2,0
5.835132277,52.66238013,-6.5,12.2,27.1,32.3,48.7,1,1,0
5.835132817,52.66238908,-6.5,12.2,26.9,32.2,48.3,1,1,0
5.835133356,52.66239813,-6.4,12,26.4,32,47.8,1,1,0
5.835134076,52.66240708,-6.4,11.6,26.2,31.4,47.2,1,1,0
5.835134436,52.66241613,-6.4,11.3,25.7,30.9,46.7,1,1,0
5.835135155,52.66242497,-6.4,11.1,25.3,30.5,46.2,1,1,0
5.835135695,52.66243402,-6.4,11,25.1,30.2,45.7,1,1,0
5.835136234,52.66244297,-6.5,10.8,24.8,29.8,45.3,1,1,0
5.835136954,52.66245202,-6.5,10.8,24.7,29.5,44.7,1,1,0
5.835137313,52.66246097,-6.5,10.8,24.7,29.4,44.3,1,1,0
5.835138033,52.66246991,-6.5,11.1,24.8,29.4,43.8,1,1,0
5.835138572,52.66247886,-6.5,11.3,24.8,29.4,43.8,1,1,0
5.835139112,52.66248791,-6.6,11.4,24.9,29.4,43.6,1,1,0
5.835139832,52.66249686,-6.6,11.6,25.1,29.5,43.6,1,1,0
5.835140371,52.66250591,-6.6,12,25.3,29.8,43.5,1,1,0
5.835140911,52.66251475,-6.6,13,25.8,30.2,43.2,1,1,0
5.83514145,52.6625238,-6.6,13.8,26.7,30.7,42.8,1,1,0
5.83514217,52.66253275,-6.6,14.8,27.9,31.4,42.7,1,1,0
5.835142709,52.6625418,-6.6,15.7,28.1,31.8,42.6,1,1,0
5.835143249,52.66255075,-6.6,15.9,28.5,32.3,42.6,1,1,0
5.835143789,52.6625597,-6.6,15.9,28.8,32.5,42.6,1,1,0
5.835144328,52.66256875,-6.6,15.9,29.4,32.6,42.6,1,1,0
5.835145048,52.66257769,-6.6,16.2,29.4,32.7,42.6,1,1,0
5.835145587,52.66258675,-6.6,16.4,29.4,32.7,42.7,1,1,0
5.835041626,52.66075456,-6.5,11.3,27.9,33.5,52.5,2,3,0
5.835042345,52.66076361,-6.5,11.3,27.9,33.6,52.8,2,3,0
5.835042885,52.66077256,-6.5,11.3,27.9,34,52.9,2,3,0
5.835043424,52.6607815,-6.5,11.3,28.1,34.2,53.3,2,4,0
5.835044144,52.66079045,-6.5,11.6,28.8,34.8,54.4,2,4,0
5.835044683,52.66079951,-6.5,11.8,29.1,35.1,55.1,3,4,0
5.835045223,52.66080845,-6.5,12.1,29.4,35.5,55.3,3,4,0
5.835045762,52.66081751,-6.5,12.2,29.5,35.8,55.7,3,4,0
5.835046482,52.66082645,-6.5,12.3,30,36,55.9,3,4,0
5.835047021,52.6608354,-6.5,12.5,30.3,36.2,56,3,4,0
5.835047561,52.66084445,-6.5,12.5,30.3,36.3,56.1,3,5,0
5.835048101,52.6608534,-6.5,12.5,30.4,36.4,56.4,3,5,0
5.83504864,52.66086245,-6.5,12.7,30.5,36.4,56.6,3,5,0
5.83504936,52.66087129,-6.5,12.7,30.6,36.6,56.9,3,5,0
5.835049899,52.66088034,-6.5,13,31,36.8,57.3,3,5,0
5.835050439,52.66088929,-6.5,13.2,31.5,37.2,57.6,3,5,0
5.835050979,52.66089834,-6.5,13.6,31.9,37.5,57.8,3,5,0
5.835051518,52.66090718,-6.5,13.8,32.2,37.9,58.2,3,5,0
5.835052238,52.66091624,-6.5,14,32.4,38.2,58.4,3,5,0
5.835052777,52.66092518,-6.5,14.2,32.6,38.5,58.7,3,5,0
5.835053317,52.66093424,-6.5,14.2,32.9,38.7,58.9,3,5,0
5.835053856,52.66094318,-6.5,14.4,33.2,39,59.2,3,5,0
5.835054576,52.66095213,-6.5,14.6,33.4,39.2,59.3,3,5,0
5.835055115,52.66096107,-6.5,14.6,33.5,39.4,59.5,3,5,0
5.835055655,52.66097013,-6.5,14.6,33.5,39.6,59.6,3,5,0
5.835056374,52.66097907,-6.5,14.6,33.6,39.6,59.9,3,5,0
5.835056734,52.66098813,-6.5,14.6,33.7,39.6,60.1,3,5,0
5.835057454,52.66099696,-6.5,14.6,33.7,39.6,60.2,3,5,0
5.835057993,52.66100602,-6.5,14.7,33.8,39.7,60.3,3,5,0
5.835058533,52.66101496,-6.5,14.6,33.7,39.8,60.5,3,5,0
5.835059252,52.66102402,-6.5,14.6,33.6,39.7,60.6,3,5,0
5.835059792,52.66103296,-6.6,14.5,33.5,39.7,60.5,3,5,0
5.835060331,52.66104191,-6.6,14.4,33.3,39.5,60.2,3,5,0
5.835060871,52.66105086,-6.6,14.3,33.1,39.2,59.8,3,5,0
5.835061411,52.66105991,-6.6,14.1,32.9,38.9,59.4,3,5,0
5.83506213,52.66106886,-6.6,14,32.6,38.6,59,3,5,0
5.83506267,52.6610778,-6.6,13.9,32.5,38.5,58.8,3,5,0
5.835063209,52.66108675,-6.6,13.8,32.3,38.2,58.6,3,5,0
5.835063749,52.6610958,-6.6,13.7,32,38,58.5,3,5,0
5.835064468,52.66110475,-6.6,13.7,31.8,37.9,58.4,3,5,0
5.835065008,52.6611138,-6.6,13.7,31.7,37.9,58.3,3,5,0
5.835065548,52.66112275,-6.6,13.6,31.7,37.8,58.2,3,5,0
5.835066267,52.66113169,-6.6,13.6,31.5,37.7,57.9,3,5,0
5.835066627,52.66114075,-6.6,13.5,31.3,37.5,57.5,3,5,0
5.835067346,52.66114969,-6.6,13.5,31.3,37.3,57.3,3,5,0
5.835067886,52.66115875,-6.6,13.5,31.2,37.1,56.9,3,5,0
5.835068425,52.66116759,-6.6,13.4,30.8,36.8,56.5,3,5,0
5.835069145,52.66117664,-6.6,13.3,30.6,36.5,56.1,3,5,0
5.835069684,52.66118559,-6.6,13.3,30.3,36.1,55.5,3,5,0
5.835070224,52.66119464,-6.6,13.2,29.9,35.6,55,3,5,0
5.835070764,52.66120359,-6.6,13,29.5,35.1,54.3,3,4,0
5.835071483,52.66121253,-6.6,12.6,28.9,34.6,53.7,3,4,0
5.835072023,52.66122148,-6.6,12.2,28.4,34.3,53.2,2,4,0
5.835072562,52.66123053,-6.6,12.1,28.1,34.1,53.1,2,4,0
5.835073102,52.66123948,-6.6,12.1,27.9,34,53,2,4,0
5.835073641,52.66124842,-6.6,12,28,34,53,2,4,0
5.835074361,52.66125737,-6.6,11.9,28,33.9,52.9,2,4,0
5.8350749,52.66126642,-6.6,12,28.1,33.9,53,2,4,0
5.83507544,52.66127537,-6.6,12,28.1,34,53,2,4,0
5.83507598,52.66128442,-6.6,12,28.2,34.1,53.1,2,4,0
5.835076519,52.66129326,-6.6,12.1,28.3,34.2,53.3,2,4,0
5.835077239,52.66130231,-6.6,12.1,28.5,34.5,53.6,2,4,0
5.835077778,52.66131126,-6.6,12.3,28.9,35,53.9,2,4,0
5.835078318,52.66132031,-6.6,12.6,29.4,35.3,54.2,3,4,0
5.835078857,52.66132926,-6.6,12.7,29.5,35.4,54.4,3,4,0
5.835079577,52.66133821,-6.6,12.8,29.6,35.5,54.6,3,4,0
5.835080117,52.66134715,-6.6,12.8,29.7,35.5,54.9,3,4,0
5.835080656,52.66135621,-6.6,12.9,29.7,35.5,55,3,4,0
5.835081376,52.66136515,-6.6,12.9,29.7,35.6,55.1,3,4,0
5.835081915,52.66137421,-6.6,12.9,29.8,35.6,55.2,3,4,0
5.835082455,52.66138315,-6.6,12.9,29.9,35.8,55.3,3,4,0
5.835082994,52.6613921,-6.6,12.9,30,35.8,55.3,3,4,0
5.835083534,52.66140115,-6.6,12.9,30,35.8,55.3,3,4,0
5.835084253,52.6614101,-6.6,13,30.1,35.9,55.3,3,4,0
5.835084793,52.66141904,-6.6,13,30.2,35.9,55.5,3,4,0
5.835085333,52.66142799,-6.6,13,30.4,36.1,55.6,3,4,0
5.835085872,52.66143704,-6.6,13,30.4,36.1,55.7,3,4,0
5.835086412,52.66144599,-6.6,12.9,30.2,36.1,55.7,3,4,0
5.835087131,52.66145504,-6.6,12.8,30,36,55.5,3,4,0
5.835087671,52.66146388,-6.6,12.7,29.9,36,55.4,3,4,0
5.83508821,52.66147293,-6.6,12.6,29.8,35.8,55.3,3,4,0
5.83508875,52.66148188,-6.6,12.6,29.7,35.7,55.2,3,4,0
5.835089469,52.66149093,-6.6,12.5,29.6,35.6,54.9,3,4,0
5.835090009,52.66149988,-6.6,12.5,29.5,35.4,54.7,3,4,0
5.835090549,52.66150883,-6.6,12.5,29.4,35.3,54.6,3,4,0
5.835091268,52.66151777,-6.6,12.5,29.4,35.1,54.5,3,4,0
5.835091628,52.66152683,-6.6,12.5,29.3,35,54.3,3,4,0
5.835092347,52.66153577,-6.6,12.4,29.2,34.9,54.2,3,4,0
5.835092887,52.66154483,-6.6,12.3,29.1,34.8,54,3,4,0
5.835093427,52.66155366,-6.6,12.3,28.9,34.7,53.7,3,4,0
5.835094146,52.66156272,-6.6,12.1,28.9,34.5,53.5,2,4,0
5.835094686,52.66157166,-6.6,12,28.6,34.2,53.1,2,4,0
5.835095225,52.66158072,-6.6,11.9,28.3,34,52.9,2,3,0
5.835095765,52.66158955,-6.6,11.9,27.9,33.9,52.5,2,3,0
5.835096484,52.66159861,-6.6,11.9,27.8,33.8,52.3,2,3,0
5.835097024,52.66160755,-6.6,11.9,27.8,33.9,52.4,2,3,0
5.835097563,52.66161661,-6.6,11.9,27.9,34,52.4,2,3,0
5.835098103,52.66162555,-6.6,12.1,28.2,34.1,52.4,2,3,0
5.835098643,52.6616345,-6.6,12.1,28.3,34.2,52.4,2,3,0
5.835099362,52.66164355,-6.6,12.2,28.3,34.2,52.4,2,3,0
5.835099902,52.6616525,-6.6,12.1,28.3,34.1,52.2,2,3,0
5.835100441,52.66166155,-6.6,12.1,28.1,33.8,52.1,2,3,0
5.835100981,52.6616705,-6.6,11.9,27.8,33.6,52,2,3,0
5.83510152,52.66167945,-6.6,11.8,27.5,33.3,51.9,2,3,0
5.83510224,52.66168839,-6.6,11.6,27.2,33,51.6,2,3,0
5.835102779,52.66169745,-6.6,11.5,27,32.8,51.4,2,3,0
5.835103319,52.66170639,-6.6,11.5,27,32.8,51.2,2,2,0
5.835103859,52.66171545,-6.6,11.5,27,32.8,51.1,2,2,0
5.835104578,52.66172428,-6.6,11.6,27,32.8,51.1,2,2,0
5.835105118,52.66173334,-6.6,11.7,27.2,33,51.2,2,2,0
5.835105657,52.66174228,-6.6,11.7,27.3,33.1,51.2,2,2,0
5.835106377,52.66175134,-6.6,11.9,27.4,33.3,51.3,2,3,0
5.835106916,52.66176017,-6.6,11.9,27.7,33.4,51.4,2,3,0
5.835107456,52.66176923,-6.6,12,27.9,33.5,51.5,2,3,0
5.835107996,52.66177817,-6.6,12.1,28.1,33.6,51.6,2,3,0
5.835108535,52.66178723,-6.6,12.3,28.3,33.7,51.7,2,3,0
5.835109255,52.66179617,-6.6,12.3,28.5,34,52,2,3,0
5.835109794,52.66180512,-6.6,12.4,28.7,34.3,52.3,2,3,0
5.835110334,52.66181406,-6.6,12.4,28.9,34.5,52.5,2,3,0
5.835110873,52.66182312,-6.6,12.7,29.3,34.7,52.7,2,3,0
5.835111413,52.66183206,-6.6,13.1,29.8,35,52.9,2,3,0
5.835112132,52.66184112,-6.6,13.3,30.2,35.2,53,2,3,0
5.835112672,52.66184995,-6.6,13.4,30.3,35.3,53,2,3,0
5.835113212,52.66185901,-6.6,13.4,30.2,35.2,52.8,2,3,0
5.835113751,52.66186795,-6.6,13.3,30,35.1,52.7,2,3,0
5.835114471,52.66187701,-6.6,13,29.3,34.6,52.3,2,3,0
5.83511501,52.66188595,-6.6,12.7,28.6,34.1,51.8,2,3,0
5.83511555,52.6618949,-6.6,12.3,27.9,33.6,51.1,2,2,0
5.835116269,52.66190385,-6.6,12.1,27.3,33.1,50.6,2,2,0
5.835116629,52.6619129,-6.5,11.9,27,32.8,50.1,2,2,0
5.835117348,52.66192185,-6.5,11.9,26.9,32.8,49.9,1,2,0
5.835117888,52.66193079,-6.5,11.9,26.7,32.6,49.8,1,2,0
5.835118428,52.66193985,-6.5,11.7,26.6,32.4,49.7,1,2,0
5.835119147,52.66194879,-6.5,11.6,26.5,32.3,49.6,1,2,0
5.835119687,52.66195785,-6.5,11.5,26.3,32.1,49.4,1,2,0
5.835120226,52.66196679,-6.5,11.5,26.2,32,49.2,1,2,0
5.835120766,52.66197574,-6.5,11.5,26.2,32,49.1,1,2,0
5.835121485,52.66198468,-6.5,11.4,26.2,31.9,49.1,1,2,0
5.835122025,52.66199374,-6.5,11.4,26.2,31.9,49.1,1,1,0
5.835122565,52.66200268,-6.5,11.4,26.2,31.8,49.1,1,1,0
5.835123104,52.66201174,-6.5,11.4,26.3,31.8,49,1,1,0
5.835123644,52.66202057,-6.5,11.4,26.3,31.8,48.9,1,1,0
5.835124363,52.66202963,-6.5,11.4,26.3,31.8,48.8,1,1,0
5.835124903,52.66203857,-6.5,11.4,26.3,31.8,48.7,1,1,0
5.835125442,52.66204763,-6.5,11.4,26.2,31.8,48.8,1,1,0
5.835125982,52.66205657,-6.5,11.4,26.1,31.8,48.8,1,1,0
5.835126522,52.66206552,-6.5,11.3,26.1,31.8,48.8,1,2,0
5.835127241,52.66207446,-6.5,11.3,26.1,31.8,48.9,1,2,0
5.835127781,52.66208352,-6.5,11.3,26.1,31.9,49.1,1,2,0
5.83512832,52.66209246,-6.5,11.4,26.1,31.9,49.2,1,2,0
5.83512886,52.66210141,-6.5,11.4,26.4,32,49.3,1,2,0
5.835129579,52.66211035,-6.5,11.6,26.5,32.1,49.3,1,2,0
5.835130119,52.66211941,-6.5,11.7,26.7,32.2,49.4,1,2,0
5.835130658,52.66212835,-6.5,11.8,26.8,32.3,49.6,1,2,0
5.835131378,52.66213741,-6.5,11.8,26.9,32.5,49.6,1,2,0
5.835131917,52.66214635,-6.5,11.8,27,32.6,49.6,1,2,0
5.835132457,52.6621553,-6.5,11.8,27,32.6,49.7,1,2,0
5.835132997,52.66216435,-6.5,11.8,27,32.6,49.7,1,2,0
5.835133536,52.6621733,-6.5,11.8,27,32.6,49.7,1,2,0
5.835134256,52.66218235,-6.5,11.8,27,32.6,49.7,1,2,0
5.835134795,52.66219119,-6.5,11.8,27,32.5,49.7,1,2,0
5.835135335,52.66220024,-6.5,11.9,27,32.5,49.6,1,2,0
5.835135875,52.66220919,-6.5,12.1,27.1,32.6,49.6,1,2,0
5.835136414,52.66221824,-6.5,12.1,27.2,32.7,49.7,1,2,0
5.835137134,52.66222719,-6.5,12.3,27.3,32.8,49.7,2,2,0
5.835137673,52.66223614,-6.5,12.3,27.3,32.9,49.8,2,2,0
5.835138213,52.66224508,-6.5,12.4,27.4,33.1,49.8,2,2,0
5.835138752,52.66225414,-6.5,12.4,27.5,33.1,49.8,1,2,0
5.835139472,52.66226308,-6.5,12.4,27.5,33.1,49.8,1,2,0
5.835140011,52.66227203,-6.5,12.3,27.4,32.9,49.7,1,2,0
5.835140551,52.66228097,-6.5,12.2,27.2,32.7,49.6,1,2,0
5.83514127,52.66229003,-6.5,12,27.1,32.5,49.5,1,2,0
5.83514163,52.66229897,-6.5,11.9,26.8,32.3,49.3,1,2,0
5.83514235,52.66230803,-6.5,11.8,26.7,32.1,49.1,1,2,0
5.835142889,52.66231686,-6.5,11.7,26.4,31.9,48.9,1,2,0
5.835143429,52.66232592,-6.5,11.6,26.3,31.8,48.8,1,2,0
5.835144148,52.66233486,-6.5,11.7,26.3,31.8,48.6,1,2,0
5.835144688,52.66234392,-6.5,11.8,26.4,31.9,48.7,1,2,0
5.835145227,52.66235286,-6.5,11.8,26.6,31.9,48.7,1,2,0
5.835145767,52.66236181,-6.5,12,26.7,32.1,48.8,1,2,0
5.835146487,52.66237075,-6.5,12.1,26.8,32.2,48.8,1,2,0
5.835147026,52.66237981,-6.5,12.1,26.8,32.2,48.8,1,1,0
5.835147566,52.66238875,-6.5,12.1,26.7,32.2,48.6,1,1,0
5.835148105,52.66239781,-6.5,11.9,26.4,32.1,48.2,1,1,0
5.835148645,52.66240675,-6.4,11.6,25.8,31.7,47.7,1,1,0
5.835149364,52.6624157,-6.4,11.4,25.6,31.1,47.2,1,1,0
5.835149904,52.66242475,-6.4,11.2,25.6,30.7,46.7,1,1,0
5.835150444,52.6624337,-6.4,11,25.2,30.5,46.3,1,1,0
5.835150983,52.66244264,-6.5,10.8,24.9,30.1,45.7,1,1,0
5.835151523,52.66245159,-6.5,10.8,24.7,29.7,45.3,1,1,0
5.835152242,52.66246064,-6.5,10.7,24.7,29.4,44.6,1,1,0
5.835152782,52.66246959,-6.5,10.8,24.8,29.3,44.1,1,1,0
5.835153321,52.66247864,-6.5,11.2,24.9,29.4,43.9,1,1,0
5.835154041,52.66248748,-6.6,11.4,25,29.4,43.8,1,1,0
5.83515458,52.66249653,-6.6,11.6,25.2,29.5,43.8,1,1,0
5.83515512,52.66250548,-6.6,12,25.3,29.8,43.8,1,1,0
5.83515566,52.66251453,-6.6,12.5,25.8,30.2,43.8,1,1,0
5.835156379,52.66252348,-6.6,13.2,26.7,30.6,43.6,1,1,0
5.835156919,52.66253242,-6.6,14.4,28,31.2,43.1,1,1,0
5.835157458,52.66254137,-6.6,15.6,28.3,31.8,42.8,1,1,0
5.835157998,52.66255042,-6.6,15.9,28.6,32.3,42.7,1,1,0
5.835158537,52.66255937,-6.6,15.9,29.2,32.5,42.7,1,1,0
5.835159257,52.66256842,-6.6,16.1,29.4,32.6,42.7,1,1,0
5.835159796,52.66257726,-6.6,16.3,29.4,32.6,42.6,1,1,0
5.835160336,52.66258631,-6.6,16.3,29.4,32.6,42.6,1,1,0
5.835055295,52.66073634,-6.5,11.7,27.9,33.5,52.3,2,3,0
