X,Y,year,month,day,hr,min,sec,Hoogte,qual,speed(km/h,load(kg),tare(kg),conv.facto,beltspd(m/,workwidth(,yield(ton/,totalyield,point_weig,totalarea(,worktime(s,loadnr,loadweight,loadbelt(m,usertare(%,tarecorrec,tarecorre2,SampleID
5.83456543453735,52.661975682047,2018,3,4.811,2.927,47.794,22.612,-4.35,4,6.371,23.997,21,30.117,0.25,2.25,56.624,38.229,1.879,1.201,3378.47,4.32,26.736,464.471,0,56.624,38.229,124
5.83464295609628,52.6618991003276,2018,3,4.711,3.998,44.047,30.748,-4.35,4,6.394,23.685,21,30.117,0.236,2.25,47.287,52.575,1.743,1.709,4778.5,5.025,34.927,625.349,0,47.287,52.575,125
5.83472047765521,52.6618225184741,2018,3,4.933,1.733,48.004,30.515,-4.35,4,6.225,23.589,21,30.117,0.229,2.25,45.139,21.897,1.436,0.61,1743.178,3.467,17.841,283.804,0,45.139,21.897,126
5.83479799921415,52.6617459364863,2018,3,4.61,4.946,43.985,35.89,-4.35,4,5.981,22.321,21,30.117,0.218,2.25,44.051,64.993,1.607,2.176,6063.862,5.727,41.235,759.934,0,44.051,64.993,127
5.83487552077308,52.6616693543644,2018,3,4.577,5.596,33.136,35.762,-4.35,4,6.382,23.288,21,30.117,0.232,2.25,40.258,74.616,2.026,2.448,6814.937,5.963,48.795,879.672,0,40.258,74.616,128
5.83495304233202,52.6615927721082,2018,3,4.411,7.212,34.984,31.062,-4.35,4,6.379,23.926,21,30.117,0.23,2.25,50.173,97.32,2.084,3.262,9059.124,7.125,61.38,1130.395,0,50.173,97.32,129
5.83503056389095,52.6615161897179,2018,3,4.633,4.902,37.479,31.162,-4.35,4,6.395,23.909,21,30.117,0.23,2.25,49.625,64.493,2.133,2.122,5911.958,5.567,42.13,762.12,0,49.625,64.493,130
5.83510817538207,52.6614396071935,2018,3,4.612,5.277,31.981,21.085,-4.35,4,6.388,24.181,21,30.117,0.23,2.25,54.585,69.828,2.1,2.275,6341.756,5.715,46.171,827.625,0,54.585,69.828,131
5.83518578687323,52.6613630245348,2018,3,4.473,6.625,33.606,25.959,-4.35,4,6.4,24.047,21,30.117,0.228,2.25,51.778,88.742,1.971,2.952,8212.989,6.688,56.623,1036.068,0,51.778,88.742,132
5.83526330843216,52.6612864417419,2018,3,4.578,5.56,32.908,31.636,-4.35,4,6.396,23.985,21,30.117,0.23,2.25,51.056,73.217,1.981,2.416,6728.9,5.952,47.497,862.434,0,51.056,73.217,133
5.8353408299911,52.6612098588149,2018,3,4.622,5.026,37.928,25.014,-4.35,4,6.398,23.651,21,30.117,0.229,2.25,45.116,66.419,2.111,2.184,6089.144,5.644,43.384,785.281,0,45.116,66.419,134
5.83541835155003,52.6611332757537,2018,3,4.527,6.016,34.336,23.026,-4.35,4,6.391,24.06,21,30.117,0.23,2.25,52.476,79.008,2.063,2.645,7357.617,6.313,50.141,924.091,0,52.476,79.008,135
5.83549596304115,52.6610566925583,2018,3,4.517,6.107,35.305,30.147,-4.35,4,6.394,24.125,21,30.117,0.229,2.25,53.303,80.579,2.104,2.695,7503.501,6.383,51.105,941.801,0,53.303,80.579,136
5.83557357453231,52.6609801092287,2018,3,4.643,4.853,37.155,29.699,-4.35,4,6.366,23.901,21,30.117,0.229,2.25,49.704,64.15,1.855,2.093,5844.564,5.5,42.366,762.142,0,49.704,64.15,137
5.83565109609124,52.660903525765,2018,3,4.55,5.78,33.94,39.144,-4.35,4,6.403,23.916,21,30.117,0.229,2.25,49.644,75.346,1.931,2.52,7015.842,6.15,47.904,882.875,0,49.644,75.346,138
5.83572861765017,52.660826942167,2018,3,4.547,5.804,34.863,35.163,-4.35,4,6.393,23.767,21,30.117,0.229,2.25,46.948,75.938,1.706,2.538,7066.007,6.172,48.31,889.552,0,46.948,75.938,139
5.8358061392091,52.6607503584349,2018,3,4.633,5.059,32.104,29.586,-4.35,4,6.402,23.837,21,30.117,0.229,2.25,48.383,66.226,1.645,2.155,6016.581,5.567,43.866,787.059,0,48.383,66.226,140
5.83588375070022,52.6606737745686,2018,3,4.417,6.982,37.751,31.25,-4.35,4,6.407,23.355,21,30.117,0.229,2.25,39.738,91.588,1.446,3.132,8706.96,7.083,56.01,1057.829,0,39.738,91.588,141
5.83596136219138,52.6605971905681,2018,3,4.467,6.499,37.236,24.124,-4.35,4,6.414,23.173,21,30.117,0.231,2.25,36.955,84.854,1.739,2.886,8030.399,6.729,52.361,983.406,0,36.955,84.854,142
5.83603888375031,52.6605206064335,2018,3,4.704,4.32,33.779,29.902,-4.35,4,6.417,23.367,21,30.117,0.231,2.25,40.231,55.987,1.721,1.796,5023.304,5.071,37.95,671.947,0,40.231,55.987,143
5.83611640530924,52.6604440221646,2018,3,4.561,5.605,37.48,28.42,-4.35,4,6.414,23.511,21,30.117,0.229,2.25,42.52,73.243,2.158,2.449,6826.854,6.07,46.505,857.749,0,42.52,73.243,144
5.83619401680036,52.6603674377616,2018,3,4.393,7.314,33.055,27.504,-4.35,4,6.39,23.799,21,30.117,0.23,2.25,47.886,95.393,2.139,3.261,9066.184,7.25,58.362,1102.392,0,47.886,95.393,145
5.83627162829152,52.6602908532244,2018,3,4.725,4.157,31.632,26.796,-4.35,4,6.313,24.147,21,30.117,0.229,2.25,54.015,53.113,1.787,1.693,4745.137,4.928,36.309,640.684,0,54.015,53.113,146
5.83634914985046,52.6602142685529,2018,3,4.579,5.468,36.346,27.047,-4.35,4,6.174,23.945,21,30.117,0.229,2.25,51.56,71.334,1.175,2.374,6618.974,5.947,45.662,838.211,0,51.56,71.334,147
5.83642667140939,52.6601376837474,2018,3,4.562,5.669,33.611,36.438,-4.35,4,4.959,23.022,21,30.117,0.231,2.25,43.403,73.379,0.874,2.452,6831.184,6.066,46.664,859.822,0,43.403,73.379,148
5.83650428290051,52.6600610988076,2018,3,4.328,7.9,35.674,34.449,-4.35,4,3.717,20.7,21,30.117,0.21,2.25,59.153,103.776,0.469,3.566,9904.979,7.701,62.81,1192.644,0,59.153,103.776,149
5.83657353995514,52.6599927499371,2018,3,4.792,3.097,49.396,37.705,-4.35,4,1.464,20.893,21,30.117,0.186,2.25,69.845,40.609,0.221,1.288,3625.842,4.458,27.894,491.113,0,69.845,40.609,150
5.83669987985955,52.6600398800583,2018,3,4,10.22,36.252,21.159,-4.35,4,3.125,23.21,21,30.117,0.231,2.25,81.772,161.305,1.216,4.505,12479.964,10,73.022,1251.85,0,94.644,161.305,151
5.83663063764564,52.6601081734695,2018,3,4,10.059,34.379,19.431,-4.35,4,4.115,22.994,21,30.117,0.234,2.25,55.452,159.921,1.09,4.372,12108.676,10,68.693,1165.721,0,65.698,159.921,152
5.83655302615453,52.6601847583268,2018,3,4,10.022,30.098,25.201,-4.35,4,5.615,22.934,21,30.117,0.232,2.25,44.08,166.985,1.21,4.293,11889.661,10,68.9,1113.982,0,50.893,166.985,153
5.8364755045956,52.6602613430499,2018,3,4,10.1,32.519,27.576,-4.35,4,6.383,23.835,21,30.117,0.232,2.25,48.975,161.908,1.588,4.377,12128.893,10,69.471,1169.812,0,55.851,161.908,154
5.83639798303666,52.6603379276389,2018,3,4,10.047,33.66,34.301,-4.35,4,6.371,24.559,21,30.117,0.232,2.25,61.73,159.705,1.974,4.361,12075.901,10,68.166,1158.049,0,77.541,159.705,155
5.83632037154551,52.6604145120936,2018,3,4,10.017,30.312,38.056,-4.35,4,6.394,24.146,21,30.117,0.233,2.25,54.434,168.833,2.872,4.296,11899.023,10,69.91,1116.456,0,67.802,168.833,156
5.83624276005439,52.6604910964141,2018,3,4,10.111,37.181,39.044,-4.35,4,6.375,23.575,21,30.117,0.232,2.25,44.478,153.703,2.99,4.456,12336.96,10,68.523,1218.835,0,50.818,153.703,157
5.83616523849545,52.6605676806005,2018,3,4,10.018,32.63,37.543,-4.35,4,6.403,23.43,21,30.117,0.233,2.25,41.806,162.835,2.547,4.33,11989.469,10,68.625,1137.861,0,51.04,162.835,158
5.83608771693652,52.6606442646527,2018,3,4,10,28.553,38.164,-4.35,4,6.377,23.089,21,30.117,0.234,2.25,36.181,175.028,2.112,4.263,11808.55,10,71.515,1095.199,0,44.796,175.028,159
5.83601010544536,52.6607208485707,2018,3,4,10.067,34.457,29.286,-4.35,4,6.392,23.504,21,30.117,0.233,2.25,43.277,163.903,1.9,4.389,12151.444,10,70.78,1175.601,0,53.895,163.903,160
5.83593249395425,52.6607974323545,2018,3,4,10.132,37.495,16.62,-4.35,4,6.411,23.534,21,30.117,0.232,2.25,43.571,152.674,1.697,4.473,12382.367,10,68.499,1229.065,0,48.233,152.674,161
5.83585497239531,52.6608740160042,2018,3,4,10,27.743,15.125,-4.35,4,6.394,24.105,21,30.117,0.233,2.25,53.853,177.02,2.252,4.251,11770.082,10,71.867,1085.997,0,66.778,177.02,162
5.83577745083637,52.6609505995197,2018,3,4,10.054,33.596,21.545,-4.35,4,6.272,23.875,21,30.117,0.233,2.25,51.256,165.805,2.366,4.368,12096.343,10,70.932,1162.66,0,62.741,165.805,163
5.83569992927744,52.6610271829009,2018,3,4,10.124,36.793,24.426,-4.35,4,6.37,24.173,21,30.117,0.232,2.25,54.896,153.909,2.295,4.462,12352.106,10,68.729,1222.092,0,62.298,153.909,164
5.83562231778629,52.661103766148,2018,3,4,10.038,35.167,29.804,-4.35,4,6.22,24.077,21,30.117,0.233,2.25,54.379,161.469,2.606,4.385,12134.105,10,69.727,1171.742,0,65.517,161.469,165
5.83554470629517,52.6611803492609,2018,3,4,10,27.979,37.648,-4.35,4,6.13,24.005,21,30.117,0.235,2.25,54.338,182.729,2.501,4.263,11805.29,10,74.702,1094.603,0,69.78,182.729,166
5.83546718473624,52.6612569322397,2018,3,4,10.059,32.794,37.84,-4.35,4,6.331,24.166,21,30.117,0.233,2.25,55.365,164.347,2.457,4.369,12095.044,10,70.241,1161.967,0,63.494,164.347,167
5.83538966317731,52.6613335150842,2018,3,4,10.024,38.473,46.977,-4.35,4,6.346,23.946,21,30.117,0.232,2.25,50.962,148.582,2.577,4.424,12242.062,10,65.916,1197.324,0,63.222,148.582,168
5.83531214161837,52.6614100977946,2018,3,4,10.086,34.646,33.893,-4.35,4,6.31,24.308,21,30.117,0.233,2.25,58.02,164.655,2.641,4.414,12216.57,10,71.812,1190.487,0,67.719,164.655,169
5.83523453012721,52.6614866803708,2018,3,4,10.067,28.82,34.141,-4.35,4,6.377,24.011,21,30.117,0.234,2.25,52.449,176.054,2.255,4.322,11969.354,10,73.488,1132.108,0,60.391,176.054,170
5.83515691863609,52.6615632628128,2018,3,4,10.016,32.982,17.78,-4.35,4,6.394,24.206,21,30.117,0.233,2.25,55.469,165.343,2.65,4.342,12015.244,10,70.024,1143.648,0,65.934,165.343,171
5.83507939707716,52.6616398451206,2018,3,4,10.083,38.811,14.224,-4.35,4,6.39,24.036,21,30.117,0.232,2.25,52.316,156.158,2.601,4.465,12357.751,10,70.239,1223.962,0,63.548,156.158,172
5.83500187551822,52.6617164272943,2018,3,4,10.048,33.135,19.898,-4.35,4,6.3,23.992,21,30.117,0.234,2.25,52.689,169.88,2.577,4.369,12089.647,10,72.611,1160.896,0,62.392,169.88,173
5.83492435395929,52.6617930093337,2018,3,4,10,31.355,25.138,-4.35,4,6.305,23.973,21,30.117,0.233,2.25,52.46,169.022,2.449,4.313,11935.626,10,70.736,1125.033,0,62.107,169.022,174
5.83484683240036,52.661869591239,2018,3,4,10.071,37.491,26.259,-4.35,4,6.345,23.992,21,30.117,0.233,2.25,52.028,160.468,2.527,4.447,12300.576,10,71.398,1210.515,0,63.632,160.468,175
5.83476931084142,52.6619461730101,2018,3,4,10.047,33.726,35.219,-4.35,4,6.341,23.289,21,30.117,0.226,2.25,51.126,169.054,2.57,4.381,12122.999,10,72.929,1168.878,0,62.577,169.054,176
5.83469178928249,52.662022754647,2018,3,4,10.1,34.063,35.666,-4.35,4,6.17,18.511,21,30.117,0.18,2.25,40.201,165.823,2.236,4.423,12241.944,10,72.439,1196.007,0,46.226,165.823,177
5.83461426772356,52.6620993361498,2018,3,4,10.071,36.86,42.168,-4.35,4,5.852,22.743,21,30.117,0.242,2.25,57.509,163.713,2.18,4.438,12277.108,10,72.481,1205.197,0,70.835,163.713,178
5.83453674616462,52.6621759175183,2018,3,4,10.016,33.541,27.073,-4.35,4,5.474,22.657,21,30.117,0.252,2.25,33.278,171.702,2.573,4.347,12030.301,10,73.021,1147.401,0,41.907,171.702,179
5.83445922460569,52.6622524987527,2018,3,4.05,9.565,36.486,26.627,-4.35,4,3.394,15.653,21,30.117,0.203,2.25,6.43,172.422,2.238,4.156,11510.483,9.65,73.497,1108.499,0,9.421,172.422,180
5.83458557935081,52.6622995710545,2018,3,4,9.217,39.442,47.022,-4.35,4,3.455,11.362,21,30.117,0.146,2.25,3.368,179.676,1.496,3.772,10477.72,10,58.256,780.557,0,3.325,179.676,181
5.83466310090975,52.6622229899026,2018,3,4,9.178,42.409,47.789,-4.35,4,6.1,15.581,21,30.117,0.177,2.062,26.676,179.52,1.991,3.769,10476.756,10,58.096,780.87,0,26.676,179.52,182
5.83474062246868,52.6621464086165,2018,3,4,9.5,28.853,32.664,-4.35,4,6.311,23.264,21,30.117,0.256,2.18,53.168,183.626,1.923,3.854,10702.737,10,62.184,833.33,0,53.113,183.626,183
5.83481814402761,52.6620698271963,2018,3,4,9.35,34.85,39.75,-4.35,4,6.37,23.937,21,30.117,0.236,2.101,54.377,181.4,1.87,3.809,10582.197,10,59.971,805.205,0,54.447,181.4,184
5.83489566558654,52.6619932456418,2018,3,4,9.172,40.199,34.762,-4.35,4,6.393,23.631,21,30.117,0.236,2.102,48.605,177.548,1.914,3.731,10366.506,10,56.121,754.553,0,48.408,177.548,185
5.83497318714548,52.6619166639532,2018,3,4,9.412,33.032,30.273,-4.35,4,6.39,23.811,21,30.117,0.235,2.136,51.473,182.647,2.086,3.836,10650.704,10,61.208,821.29,0,51.493,182.647,186
5.83505070870441,52.6618400821304,2018,3,4,9.476,29.9,21.961,-4.35,4,6.383,23.948,21,30.117,0.235,2.136,53.777,183.037,1.844,3.844,10674.523,10,61.608,826.697,0,53.818,183.037,187
5.83512823026335,52.6617635001734,2018,3,4,9.35,34.905,18.303,-4.35,4,6.385,23.971,21,30.117,0.236,2.137,54.256,181.131,2.094,3.804,10566.717,10,59.693,801.549,0,54.302,181.131,188
5.83520575182228,52.6616869180823,2018,3,4,9.307,36.805,22.498,-4.35,4,6.401,23.721,21,30.117,0.235,2.098,49.879,180.508,1.882,3.79,10534.41,10,59.079,794.128,0,49.964,180.508,189
5.83528327338121,52.6616103358569,2018,3,4,9.408,33.574,20.273,-4.35,4,6.387,23.866,21,30.117,0.234,2.123,51.997,182.527,1.923,3.833,10647.413,10,61.094,820.682,0,51.982,182.527,190
5.83536088487233,52.6615337534974,2018,3,4,9.255,35.68,21.909,-4.35,4,6.387,23.748,21,30.117,0.236,2.115,50.863,177.549,1.898,3.733,10369.44,10,56.115,754.802,0,50.85,177.549,191
5.83543849636349,52.6614571710037,2018,3,4,9.328,35.797,38.906,-4.35,4,6.399,23.706,21,30.117,0.234,2.103,49.466,180.784,1.855,3.798,10550.987,10,59.353,798.049,0,49.425,180.784,192
5.83551601792242,52.6613805883758,2018,3,4,9.357,32.952,41.145,-4.35,4,6.385,23.82,21,30.117,0.235,2.15,51.246,180.158,2.011,3.785,10515.986,10,58.727,789.52,0,51.389,180.158,193
5.83559353948136,52.6613040056137,2018,3,4,9.271,35.34,38.938,-4.35,4,6.385,23.458,21,30.117,0.237,2.095,45.583,177.981,1.998,3.741,10395.301,10,56.556,760.946,0,45.608,177.981,194
5.83567106104029,52.6612274227174,2018,3,4,9.308,34.349,38.165,-4.35,4,6.379,24.001,21,30.117,0.235,2.139,54.828,178.87,2.042,3.759,10445.82,10,57.433,772.949,0,54.716,178.87,195
5.83574867253141,52.661150839687,2018,3,4,9.507,29.953,32.133,-4.35,4,6.364,23.668,21,30.117,0.234,2.149,48.571,184.098,1.874,3.866,10737.181,10,62.662,841.892,0,48.584,184.098,196
5.83582628402256,52.6610742565224,2018,3,4,9.377,32.13,25.818,-4.35,4,6.403,23.869,21,30.117,0.235,2.134,52.696,180.042,1.923,3.783,10512.264,10,58.611,788.666,0,52.639,180.042,197
5.8359038055815,52.6609976732236,2018,3,4,9.304,34.145,22.648,-4.35,4,6.413,23.626,21,30.117,0.236,2.114,48.137,178.209,1.901,3.748,10408.939,10,56.772,764.027,0,48.142,178.209,198
5.83598132714043,52.6609210897906,2018,3,4,9.362,35.085,18.84,-4.35,4,6.414,23.782,21,30.117,0.234,2.12,50.654,181.249,1.903,3.807,10580.273,10,59.815,805.226,0,50.645,181.249,199
5.83605892169636,52.6608445066303,2018,3,4,9.31,32.895,22.858,-4.35,4,6.407,23.799,21,30.117,0.235,2.148,50.748,177.585,1.605,3.734,10376.632,10,56.155,756.49,0,50.773,177.585,200
5.8361364771257,52.6607679221152,2018,3,4,9.391,31.732,18.78,-4.35,4,6.388,23.503,21,30.117,0.236,2.132,45.64,180.1,1.664,3.784,10515.022,10,58.667,789.154,0,45.688,180.1,201
5.83621407168163,52.6606913386866,2018,3,4,9.156,40.892,30.561,-4.35,4,6.4,23.478,21,30.117,0.236,2.058,47.209,176.605,1.677,3.711,10316.895,10,55.175,742.92,0,47.165,176.605,202
5.83629159324057,52.6606147547168,2018,3,4,9.455,28.32,37.112,-4.35,4,6.408,23.292,21,30.117,0.235,2.179,41.054,180.614,1.776,3.796,10545.807,10,59.176,796.395,0,40.887,180.614,203
5.8363691147995,52.660538170613,2018,3,4,9.438,29.714,37.744,-4.35,4,6.409,23.498,21,30.117,0.236,2.124,46.229,180.771,2.03,3.799,10551.264,10,59.335,797.657,0,46.379,180.771,204
5.83644672629063,52.6604615863749,2018,3,4,9.359,33.657,41.556,-4.35,4,6.39,23.744,21,30.117,0.235,2.097,50.624,180.158,1.923,3.785,10516.992,10,58.721,789.917,0,50.691,180.158,205
5.83652433778178,52.6603850020026,2018,3,4,9.233,36.433,35.817,-4.35,4,6.426,23.95,21,30.117,0.236,2.101,54.65,176.66,1.767,3.713,10323.68,10,55.226,744.328,0,54.755,176.66,206
5.83660185934071,52.6603084174962,2018,3,4,9.424,29.018,28.761,-4.35,4,6.321,23.801,21,30.117,0.236,2.163,51.478,179.558,1.108,3.773,10486.779,10,58.125,782.356,0,51.617,179.558,207
5.83667938089965,52.6602318328555,2018,3,4,9.32,33.277,26.543,-4.35,4,4.964,21.69,21,30.117,0.221,2.187,48,178.063,0.826,3.742,10399.356,10,56.633,762.051,0,48.042,178.063,208
5.83675699239076,52.6601552480807,2018,3,4,9.245,37.14,23.723,-4.35,4,3.298,18.872,21,30.117,0.184,2.25,64.043,177.547,0.446,3.73,10363.086,10,56.112,754.472,0,63.758,177.547,209
5.83682624019156,52.6600869544239,2018,3,4,9.301,40.421,17.893,-4.35,4,2.488,23.505,21,30.117,0.21,2.25,108.907,178.589,0.582,3.818,10598.652,10,59.266,810.649,0,111.84,178.589,210
5.83695251411261,52.6601340285373,2018,3,4,8.549,37.046,33.606,-4.35,4,3.122,14.435,21,30.117,0.156,2.25,12.411,146.927,1.2,3.101,8632.355,10,25.512,344.271,0,12.487,146.927,211
5.8368833471359,52.6602023226413,2018,3,4,8.583,33.635,38.072,-4.35,4,3.338,7.603,21,30.117,0.085,2.25,4.971,145.929,0.716,3.082,8583.667,10,24.503,332.511,0,5.103,145.929,212
5.83680573564479,52.6602789073336,2018,3,4,8.329,41.724,26.876,-4.35,4,4.966,20.864,21,30.117,0.228,2.25,33.523,140.144,0.995,2.958,8252.682,10,18.719,253.713,0,33.568,140.144,213
5.83672821408585,52.6603554918918,2018,3,4,8.589,34.107,19.902,-4.35,4,6.207,23.555,21,30.117,0.24,2.25,46.466,146.12,1.36,3.086,8602.462,10,24.689,336.36,0,46.492,146.12,214
5.83665069252692,52.6604320763157,2018,3,4,8.623,33.051,24.764,-4.35,4,6.209,23.762,21,30.117,0.237,2.25,49.867,146.606,1.687,3.098,8637.544,10,25.181,344.617,0,49.907,146.606,215
5.83657308103577,52.6605086606055,2018,3,4,8.479,39.144,33.394,-4.35,4,6.28,23.829,21,30.117,0.236,2.25,50.37,145.149,1.884,3.066,8544.678,10,23.72,322.675,0,50.36,145.149,216
5.83649546954465,52.6605852447611,2018,3,4,8.605,32.693,36.853,-4.35,4,6.357,23.661,21,30.117,0.237,2.25,46.981,145.967,1.876,3.085,8595.637,10,24.544,334.748,0,46.902,145.967,217
5.83641794798571,52.6606618287825,2018,3,4,8.586,32.366,32.197,-4.35,4,6.414,23.571,21,30.117,0.237,2.25,44.995,144.723,1.804,3.057,8524.042,10,23.29,317.841,0,45.029,144.723,218
5.83634042642677,52.6607384126698,2018,3,4,8.588,35.055,36.951,-4.35,4,6.388,23.52,21,30.117,0.237,2.25,44.26,146.951,1.833,3.104,8652.3,10,25.522,348.111,0,44.389,146.951,219
5.83626290486785,52.6608149964228,2018,3,4,8.505,37.751,34.473,-4.35,4,6.408,23.608,21,30.117,0.237,2.25,45.658,145.281,1.85,3.07,8554.036,10,23.854,324.929,0,45.426,145.281,220
5.83618529337669,52.6608915800417,2018,3,4,8.565,32.521,29.654,-4.35,4,6.379,23.857,21,30.117,0.236,2.25,50.151,143.811,1.904,3.04,8473.046,10,22.379,305.783,0,50.201,143.811,221
5.83610768188557,52.6609681635264,2018,3,4,8.531,38.203,26.756,-4.35,4,6.388,23.831,21,30.117,0.236,2.25,49.717,146.662,1.98,3.098,8634.768,10,25.233,344.062,0,49.764,146.662,222
5.83603016032664,52.6610447468769,2018,3,4,8.546,34.152,27.044,-4.35,4,6.419,24.022,21,30.117,0.236,2.25,52.698,144.229,2.023,3.047,8495.616,10,22.801,311.173,0,52.76,144.229,223
5.8359526387677,52.6611213300932,2018,3,4,8.775,26.425,21.033,-4.35,4,6.39,23.944,21,30.117,0.237,2.241,51.998,148.929,2.127,3.145,8760.844,10,27.491,373.95,0,52.166,148.929,224
5.83587502727655,52.6611979131753,2018,3,4,8.812,21.042,19.424,-4.35,4,6.401,23.886,21,30.117,0.236,2.25,50.477,146.374,2.06,3.094,8617.784,10,24.946,340.02,0,50.46,146.374,225
5.83579741578543,52.6612744961233,2018,3,4,8.768,19.933,23.888,-4.35,4,6.37,23.901,21,30.117,0.235,2.25,50.852,143.494,1.937,3.033,8454.035,10,22.066,301.304,0,50.924,143.494,226
5.8357198942265,52.6613510789371,2018,3,4,8.808,22.704,38.314,-4.35,4,6.373,23.93,21,30.117,0.236,2.25,51.656,147.821,1.936,3.123,8698.497,10,26.396,359.197,0,51.658,147.821,227
5.83564237266756,52.6614276616167,2018,3,4,8.833,20.31,38.792,-4.35,4,6.39,23.868,21,30.117,0.236,2.25,50.316,147.083,2.289,3.107,8657.577,10,25.645,349.436,0,50.452,147.083,228
5.83556485110863,52.6615042441621,2018,3,4,8.752,20.46,31.693,-4.35,4,6.384,23.765,21,30.117,0.235,2.25,48.27,143.306,1.961,3.029,8442.924,10,21.877,298.684,0,48.253,143.306,229
5.83548723961747,52.6615808265733,2018,3,4,8.79,22.796,36.642,-4.35,4,6.396,24.199,21,30.117,0.237,2.25,56.307,147.094,2.026,3.108,8656.011,10,25.657,349.188,0,56.395,147.094,230
5.83540962812635,52.6616574088504,2018,3,4,8.875,23.423,31.535,-4.35,4,6.401,23.847,21,30.117,0.237,2.25,50.129,151.515,2.097,3.2,8907.363,10,30.087,408.613,0,50.106,151.515,231
5.83533210656742,52.6617339909932,2018,3,4,8.78,22.888,26.217,-4.35,4,6.364,23.801,21,30.117,0.236,2.25,49.173,146.525,2.003,3.095,8624.214,10,25.09,341.679,0,49.272,146.525,232
5.83525458500849,52.6618105730019,2018,3,4,8.705,20.679,30.941,-4.35,4,6.324,23.696,21,30.117,0.234,2.25,47.237,141.275,1.902,2.986,8327.642,10,19.846,271.491,0,47.446,141.275,233
5.83517706344956,52.6618871548764,2018,3,4,8.775,25.047,21.983,-4.35,4,6.303,23.857,21,30.117,0.236,2.25,50.827,147.999,1.948,3.127,8705.87,10,26.565,361.05,0,50.867,147.999,234
5.83509954189062,52.6619637366168,2018,3,4,8.854,20.71,22.462,-4.35,4,6.278,23.704,21,30.117,0.237,2.25,48.482,148.243,1.915,3.132,8722.925,10,26.823,365.007,0,48.445,148.243,235
5.83502202033169,52.6620403182229,2018,3,4,8.657,21.958,12.618,-4.35,4,6.096,23.84,21,30.117,0.233,2.25,51.631,139.793,1.763,2.955,8242.38,10,18.358,251.372,0,51.56,139.793,236
5.83494449877275,52.6621168996949,2018,3,4,8.758,25.425,37.148,-4.35,4,6.122,23.824,21,30.117,0.236,2.25,51.737,147.697,1.831,3.119,8687.691,10,26.266,356.857,0,51.85,147.697,237
5.83486697721381,52.6621934810327,2018,3,4,8.798,21.538,36.49,-4.35,4,5.652,21.559,21,30.117,0.231,2.25,68.929,146.536,1.805,3.096,8621.812,10,25.108,341.226,0,46.537,146.536,238
5.83478945565489,52.6622700622363,2018,3,4,8.859,22.785,32.976,-4.35,4,5.235,18.916,21,30.117,0.224,2.242,15.779,150.546,1.745,3.179,8844.664,10,29.112,394.128,0,15.814,150.546,239
5.83471193409595,52.6623466433057,2018,3,4,8.813,18.035,32.029,-4.35,4,3.263,6.118,21,30.117,0.068,2.25,2.043,144.376,1.334,3.049,8499.595,10,22.934,312.312,0,1.95,144.376,240
5.83467056938875,52.6623870053582,2018,3,4,9,1,32,-4.35,4,3.47,6.267,21,30.117,0.06,2.25,0,140,1.81,2.96,8262.267,10,18.553,255.067,0,0,140,240
5.83483828884107,52.6623937155061,2018,3,4,8.977,34.839,44.378,-4.35,4,2.89,3.997,21,30.117,0.04,2.25,11.088,165.277,0.373,3.48,9676.345,10,43.855,591.545,0,11.163,165.277,241
5.83491581040001,52.6623171345192,2018,3,4,8.984,31.458,32.724,-4.35,4,3.454,12.931,21,30.117,0.136,2.25,35.893,162.249,0.792,3.421,9515.622,10,40.818,552.996,0,31.352,162.249,242
5.83499333195893,52.662240553398,2018,3,4,8.95,35.11,26.137,-4.35,4,5.86,23.538,21,30.117,0.237,2.25,54.221,162.788,0.837,3.432,9548.161,10,41.353,560.468,0,51.927,162.788,243
5.83507085351787,52.6621639721427,2018,3,4,9,35.762,18.036,-4.35,4,6.384,24.088,21,30.117,0.238,2.25,54.755,165.216,1.595,3.482,9688.495,10,43.789,593.831,0,54.783,165.216,244
5.8351483750768,52.6620873907532,2018,3,4,8.962,31.373,27.751,-4.35,4,6.356,23.693,21,30.117,0.239,2.25,47.969,160.679,1.919,3.39,9433.284,10,39.252,533.014,0,48.036,160.679,245
5.83522589663574,52.6620108092296,2018,3,4,9,37.55,30.525,-4.35,4,6.399,24.017,21,30.117,0.239,2.25,53.4,167.001,2.12,3.517,9787.088,10,45.568,617.098,0,53.297,167.001,246
5.83530341819467,52.6619342275717,2018,3,4,9,34.484,35.23,-4.35,4,6.408,23.694,21,30.117,0.24,2.25,47.727,164.562,1.97,3.471,9650.398,10,43.139,584.84,0,47.708,164.562,247
5.83538093975361,52.6618576457797,2018,3,4,8.971,35.476,32.612,-4.35,4,6.387,24.001,21,30.117,0.239,2.25,53.302,164.278,2.008,3.463,9632.533,10,42.847,580.46,0,53.3,164.278,248
5.83545846131254,52.6617810638535,2018,3,4,9,31.506,34.585,-4.35,4,6.415,23.695,21,30.117,0.24,2.25,47.779,162.98,2.1,3.439,9560.466,10,41.545,563.039,0,47.638,162.98,249
5.83553598287148,52.6617044817931,2018,3,4,8.987,36.572,29.133,-4.35,4,6.354,23.826,21,30.117,0.239,2.25,50.397,165.78,1.962,3.491,9715.438,10,44.35,600.181,0,50.364,165.78,250
