X,Y,year,month,day,hr,min,sec,Hoogte,qual,speed(km/h,load(kg),tare(kg),conv.facto,beltspd(m/,workwidth(,yield(ton/,totalyield,point_weig,totalarea(,worktime(s,loadnr,loadweight,loadbelt(m,usertare(%,tarecorrec,tarecorre2,dosering
5.83918727525981,52.661103810704,2018,3,4,4.177,32.896,21.294,-4.35,4,5.622,21.366,21,30.117,0.251,2.184,22.583,17.475,1.57,0.374,1101.824,3.962,5.068,72.281,0,21.23,17.475,360
5.83782475771673,52.6611218680342,2018,3,4,6,23.444,23.759,-4.35,4,6.413,24.165,21,30.117,0.24,2.126,59.244,53.517,1.772,1.281,3590.754,6.667,2.54,42.519,0,53.224,53.517,360
5.83493671964496,52.661059035527,2018,3,5,1.05,50.567,21.375,-4.35,4,6.328,23.38,21,30.117,0.229,2.25,40.983,13.039,1.944,0.285,854.717,3,13.049,186.93,0,40.983,13.039,360
5.83849110849094,52.6608701430481,2018,3,4,5.935,25.072,27.049,-4.35,4,5.183,21.986,21,30.117,0.243,2.232,36.031,56.174,1.44,1.293,3623.108,6.551,6.865,108.835,0,31.292,56.174,360
5.83767663910589,52.6609511449844,2018,3,4,7.889,16.889,13.889,-4.35,4,6.411,24.012,21,30.117,0.242,2.25,53.949,120.774,2.118,2.568,7152.433,9.444,19.259,262.794,0,53.934,120.774,360
5.83763221805658,52.6606901345736,2018,3,4,7.047,33.534,32.071,-4.35,4,5.86,23.194,21,30.117,0.247,2.25,45.739,105.429,1.608,2.251,6295.725,8.904,17.543,243.904,0,45.351,105.429,360
5.83829870015363,52.6606637379252,2018,3,4,6,23.968,23.606,-4.35,4,2.773,13.148,21,30.117,0.138,2.244,48.609,54.7,0.638,1.289,3605.97,6.481,5.474,86.609,0,46.081,54.7,360
5.83735081473464,52.6606279005489,2018,3,4,10.2,11.8,33.325,-4.35,4,6.309,23.846,21,30.117,0.236,2.25,50.16,137.32,1.463,4.141,11492.967,10,52.153,1017.964,0,50.168,137.32,360
5.83538093976146,52.6606187911986,2018,3,5,1.5,26,28.833,-4.35,4,6.415,23.267,21,30.117,0.232,2.25,38.958,15.35,1.653,0.335,991.9,3,15.323,217.858,0,38.958,15.35,360
5.83520619743203,52.6606274350854,2018,3,4,11,51.611,36.863,-4.35,4,6.396,22.489,21,30.117,0.238,2.25,25.835,153.097,1.054,5.26,14588.242,10,92.106,1743.083,0,25.835,153.097,360
5.83589944136423,52.6605463486335,2018,3,5,2.088,22.616,27.315,-4.35,4,6.416,23.411,21,30.117,0.235,2.211,42.252,28.158,1.728,0.603,1728.553,3,28.16,394.436,0,42.252,28.158,360
5.83557357481101,52.6605828992069,2018,3,5,2.5,21.9,17.589,-4.35,4,6.43,23.244,21,30.117,0.239,2.25,39.543,39.437,1.609,0.836,2366.737,3,39.429,546.96,0,39.543,39.437,360
5.83708416575293,52.6605468981543,2018,3,4,10.274,41.726,34.345,-4.35,4,5.859,22.788,21,30.117,0.234,1.977,36.803,121.908,1.501,4.644,12847.254,10,60.927,1336.362,0,36.803,121.908,360
5.83686202961967,52.6604927289461,2018,3,4,9.036,31.682,28.258,-4.35,4,6.346,23.891,21,30.117,0.238,2.225,51.886,164.493,1.864,3.465,9632.653,10,43.058,580.372,0,51.906,164.493,360
5.8363437075528,52.6604926198023,2018,3,4,10,13.5,23.352,-4.35,4,6.363,23.654,21,30.117,0.237,2.25,46.891,193.294,2.208,4.054,11246.913,10,71.848,961.556,0,47.165,193.294,360
5.83619559062179,52.6604931096656,2018,3,4,10.222,46.778,40.685,-4.35,4,6.382,23.489,21,30.117,0.231,2.25,42.546,123.285,2.292,4.663,12904.444,10,62.298,1351.567,0,42.546,123.285,360
5.83634370592945,52.6600613599792,2018,3,5,2.568,17.107,30.367,-4.35,4,5.378,22.561,21,30.117,0.229,2.173,49.879,36.806,0.876,0.783,2222.099,3,36.813,512.591,0,49.879,36.806,360
5.8358993989114,52.6600888090421,2018,3,5,1.167,41.167,23.917,-4.35,4,6.38,23.794,21,30.117,0.235,2.25,48.531,11.933,1.458,0.263,786.883,3,11.959,171.242,0,48.531,11.933,360
5.8357686676278,52.6600439683066,2018,3,4,11,52.049,21.308,-4.35,4,6.394,22.606,21,30.117,0.237,2.25,28.004,153.243,1.461,5.271,14606.29,10,92.271,1747.363,0,28.004,153.243,360
5.83626964979091,52.6598701268,2018,3,5,2.104,27.768,42.09,-4.35,4,2.604,14.085,21,30.117,0.201,2.25,1.329,36.849,1.931,0.781,2211.338,3,36.843,509.967,0,1.329,36.849,360
5.83612153145266,52.6598193426211,2018,3,4.972,1.306,49.215,35.569,-4.34,4,2.765,17.351,21,30.117,0.212,2.25,0,15.917,1.349,0.396,1167.731,3.194,14.18,214.499,0,0,15.917,360
5.83582226240331,52.6626531437343,2018,3,4,7.825,29.844,32.4,-4.35,4,4.296,14.16,21,30.117,0.154,2.25,21.813,128.559,0.357,2.723,7611.654,9.667,19.076,264.059,0,21.868,128.559,380
5.8355735762523,52.6624962357523,2018,3,4,8.066,25.563,38.169,-4.35,4,6.343,23.127,21,30.117,0.256,2.25,40.34,129.534,1.969,2.932,8171.993,9.855,18.946,306.016,0,40.178,129.534,380
5.83508484075395,52.662396875006,2018,3,4,10.281,27.047,30.665,-4.35,4,3.6,14.929,21,30.117,0.16,2.25,26.847,150.273,0.51,4.45,12322.716,10,66.6,1214.491,0,32.737,150.273,380
5.83791379027601,52.6622806994051,2018,3,4,4.146,34.624,31.108,-4.35,4,5.745,22.558,21,30.117,0.231,2.187,43.166,13.731,1.321,0.304,900.3,3.573,6.574,98.242,0,40.545,13.731,380
5.83782475584177,52.6622268291682,2018,3,4,4.146,34.624,31.108,-4.35,4,5.745,22.558,21,30.117,0.231,2.187,43.166,13.731,1.321,0.304,900.3,3.573,6.574,98.242,0,40.545,13.731,380
5.83741016993987,52.6622986992309,2018,3,4,4.679,37.012,29.52,-4.35,4,4.342,14.867,21,30.117,0.193,2.236,7.459,29.919,1.543,0.677,1928.505,4.664,8.439,125.989,0,6.78,29.919,380
5.83749884314068,52.6623351434305,2018,3,4,4.679,37.012,29.52,-4.35,4,4.342,14.867,21,30.117,0.193,2.236,7.459,29.919,1.543,0.677,1928.505,4.664,8.439,125.989,0,6.78,29.919,380
5.83732103264961,52.6623768912594,2018,3,4,5,37.569,20.204,-4.35,4,3.277,12.17,21,30.117,0.163,2.25,0.634,35.766,0.842,0.813,2300.083,5,12.726,190.982,0,0.519,35.766,380
5.83538116343221,52.6623791976364,2018,3,4,11,39.333,41.828,-4.35,4,5.641,23.138,21,30.117,0.241,2.25,44.388,145.328,0.809,5.1,14134.772,10,84.329,1634.418,0,44.388,145.328,380
5.83812094888364,52.6623435392151,2018,3,4,5,42.75,13.667,-4.35,4,6.674,22.9,21,30.117,0.236,2.25,31.439,32.417,1.089,0.778,2214.226,5,10.641,170.597,0,26.75,32.417,380
5.83628448860439,52.6622543078338,2018,3,4,8.283,21.033,30.961,-4.35,4,6.384,23.065,21,30.117,0.24,2.25,36.672,135.346,1.352,2.87,8009.919,9.733,23.48,325.995,0,36.771,135.346,380
5.83493676432793,52.6623345913723,2018,3,4,9,37.167,43.167,-4.35,4,2.974,1.867,21,30.117,0.02,2.25,7.775,168.217,0.792,3.546,9842.608,10,46.794,630.75,0,7.892,168.217,380
5.8347886462729,52.6622986983342,2018,3,4,9,4.333,34.736,-4.35,4,5.482,21.363,21,30.117,0.274,2.25,13.394,142.504,2.067,3.014,8401.021,10,21.085,288.221,0,13.457,142.504,380
5.83456642379944,52.6622806439576,2018,3,4,9.753,21.652,38.525,-4.35,4,2.959,15.298,21,30.117,0.192,2.25,0,189.553,1.439,3.974,11028.557,10,68.104,910.618,0,0,189.553,380
5.83449240959642,52.6622447533619,2018,3,4,10,33.708,40.094,-4.35,4,3.109,19.452,21,30.117,0.249,2.25,7.857,197.135,4.155,4.344,12012.608,10,84.459,1143.79,0,14.127,197.135,380
5.83708416575293,52.6620926894755,2018,3,4,6.062,36.808,32.297,-4.35,4,5.145,22.659,21,30.117,0.237,2.25,42.624,66.644,0.834,1.511,4243.56,7.361,4.266,68.528,0,39.809,66.644,380
5.83427023208905,52.6621999223171,2018,3,5,1.497,36.91,17.557,-4.35,4,2.23,11.399,21,30.117,0.167,2.25,16.207,21.566,1.572,0.463,1329.088,3,21.58,299.671,0,16.207,21.566,380
5.83745450655803,52.6620650817037,2018,3,4,6.026,18.346,24.612,-4.35,4,6.601,23.138,21,30.117,0.248,2.153,38.628,52.006,1.541,1.238,3469.955,6.041,9.96,165.603,0,34.735,52.006,380
5.83760253754783,52.6621103657301,2018,3,4,5,41.25,36.276,-4.35,4,6.739,23.483,21,30.117,0.24,2.25,42.048,35.83,1.702,0.821,2321.343,5,12.905,196.046,0,38.307,35.83,380
5.83385559912236,52.6620201910816,2018,3,4.62,5.497,38.218,37.989,-4.35,4,2.596,20.124,21,30.117,0.219,2.18,50.021,77.474,0.611,2.407,6716.977,5.663,54.278,932.047,0,50.021,77.474,380
5.83656588646739,52.662064461716,2018,3,4,8.104,16.424,39.448,-4.35,4,4.966,16.743,21,30.117,0.179,2.25,14.552,126.777,1.52,2.695,7496.988,9.552,21.4,292.779,0,14.79,126.777,380
5.83789886157936,52.6619753027301,2018,3,4,4,49.75,40.792,-4.35,4,6.67,23.996,21,30.117,0.24,2.25,51.117,21.85,1.926,0.461,1365.125,4,6.97,94.671,0,48.158,21.85,380
5.83649178233217,52.6619752977187,2018,3,4,7.757,15.944,43.976,-4.35,4,6.356,23.484,21,30.117,0.24,2.25,44.393,123.242,1.738,2.611,7306.203,9.729,11.517,162.255,0,44.58,123.242,380
5.83749888783276,52.6618405135011,2018,3,4,6.51,29.733,29.467,-4.35,4,6.618,23.789,21,30.117,0.24,2.25,48.081,83.629,2.027,1.796,5028.339,8.414,5.129,72.674,0,47.712,83.629,380
5.83419617291993,52.6617506819493,2018,3,4.944,1.556,47.333,15.25,-4.35,4,6.149,23.694,21,30.117,0.225,2.25,46.313,16.186,1.79,0.462,1346.508,3.389,12.785,211.792,0,46.313,16.186,380
5.83412215871691,52.6617146818345,2018,3,4,11,51.75,27.286,-4.35,4,6.174,23.133,21,30.117,0.23,2.25,37.899,152.822,1.469,5.252,14568.873,10,91.841,1738.664,0,37.899,152.822,380
5.83933552847257,52.6611308766083,2018,3,4,5.007,27.817,25.05,-4.35,4,5.267,15.85,21,30.117,0.2,2.25,7.172,32.08,1.378,0.745,2114.796,4.903,10.235,160.095,0,6.223,32.08,380
5.83930571600867,52.6611577746159,2018,3,4,5.007,27.817,25.05,-4.35,4,5.267,15.85,21,30.117,0.2,2.25,7.172,32.08,1.378,0.745,2114.796,4.903,10.235,160.095,0,6.223,32.08,380
5.83819501118054,52.660673022358,2018,3,4,6,42.542,44.306,-4.35,4,2.615,23.587,21,30.117,0.231,2.219,131.726,69.879,0.8,1.527,4295.75,7.083,8.117,120.556,0,132.075,69.879,380
5.83789877695416,52.660655294752,2018,3,4,7.7,19.365,31.035,-4.35,4,5.485,22.901,21,30.117,0.259,2.25,43.843,119.563,1.738,2.541,7090.495,9.475,16.963,233.425,0,42.942,119.563,380
5.83834308143723,52.6606367892318,2018,3,4,6,32.771,18.499,-4.35,4,2.552,19.284,21,30.117,0.194,2.249,73.742,59.673,0.204,1.405,3940.404,6.834,5.644,88.487,0,67.773,59.673,380
5.83745441723614,52.6606277864627,2018,3,4,8.25,11,28.25,-4.35,4,6.41,23.9,21,30.117,0.24,2.25,51.5,135.788,1.729,2.875,8013.237,10,14.366,200.125,0,51.263,135.788,380
5.8372619636353,52.6605651170848,2018,3,4,11,29.632,15.14,-4.35,4,6.085,24.292,21,30.117,0.231,2.25,59.931,140.234,1.949,5.005,13865.664,10,79.244,1571.411,0,59.931,140.234,380
5.83545509136082,52.6605655027984,2018,3,5,2,17.316,27.228,-4.35,4,6.388,23.23,21,30.117,0.238,2.25,39.105,26.42,1.696,0.568,1628.037,3,26.428,369.529,0,39.105,26.42,380
5.83523291135542,52.6605925540669,2018,3,4,11,51,42.284,-4.35,4,6.385,22.786,21,30.117,0.239,2.25,31.534,152.72,1.387,5.25,14565.252,10,91.744,1737.619,0,31.534,152.72,380
5.8358252935355,52.660466077873,2018,3,5,2.741,18.718,26.325,-4.35,4,6.418,22.941,21,30.117,0.238,2.186,34.518,41.818,1.606,0.887,2501.167,3,41.813,579.492,0,34.518,41.818,380
5.83701010799949,52.6604934458232,2018,3,4,10,27.319,46.13,-4.35,4,6.421,23.106,21,30.117,0.24,2.25,37.066,196.706,2.264,4.253,11767.231,10,80.262,1086.159,0,60.806,196.706,380
5.83616586802871,52.6604032233188,2018,3,4.623,5.073,29.672,32.357,-4.35,4,6.383,23.616,21,30.117,0.23,2.25,44.751,71.194,2.316,2.109,5889.884,5.639,43.321,740.477,0,47.275,71.194,380
5.83678801900879,52.6604571060097,2018,3,4,9,25.333,39.069,-4.35,4,6.396,23.838,21,30.117,0.24,2.25,50.507,159.4,1.917,3.367,9355.042,10,37.977,514.45,0,50.449,159.4,380
5.83641785806135,52.660448061161,2018,3,4,10,6.75,40,-4.35,4,6.412,23.688,21,30.117,0.233,2.25,46.246,188.617,1.701,3.958,10994.967,10,67.164,901.433,0,46.271,188.617,380
5.83631407684092,52.6601786539664,2018,3,5,1.7,24,29.1,-4.35,4,5.904,23.441,21,30.117,0.233,2.25,44.91,20.058,1.263,0.437,1278.96,3,20.064,286.178,0,44.91,20.058,380
5.83589944246181,52.6601333160552,2018,3,4.855,3.478,27.551,35.793,-4.35,4,6.374,23.922,21,30.117,0.239,2.25,51.862,50.021,1.537,1.361,3819.321,4.014,41.183,643.959,0,51.862,50.021,380
5.83649173878196,52.6600443020276,2018,3,5,1.441,31.941,33.078,-4.35,4,2.722,18.314,21,30.117,0.195,2.25,38.995,15.967,0.612,0.347,1031.365,3,15.965,228.434,0,38.995,15.967,380
5.83641781282437,52.6599180794039,2018,3,5,3,17.121,43.327,-4.35,4,2.284,12.979,21,30.117,0.138,2.012,37.664,46.31,0.336,0.977,2743.812,3,46.297,638,0,37.664,46.31,380
5.83619769875879,52.6598277704114,2018,3,5,1.428,39.736,35.159,-4.35,4,2.715,12.15,21,30.117,0.156,2.25,0.795,20.581,1.633,0.44,1285.614,3,20.561,288.831,0,0.795,20.581,380
5.83570694399711,52.6626760101811,2018,3,4.009,9.201,29.987,32.627,-4.35,4,3.56,15.149,21,30.117,0.172,2.231,27.274,141.053,1.141,3.706,10289.645,9.787,47.457,820.777,0,28.563,141.053,400
5.83524780955257,52.6625142416733,2018,3,4.009,9.201,29.987,32.627,-4.35,4,3.56,15.149,21,30.117,0.172,2.231,27.274,141.053,1.141,3.706,10289.645,9.787,47.457,820.777,0,28.563,141.053,400
5.83484782166243,52.6624424501688,2018,3,4.009,9.201,29.987,32.627,-4.35,4,3.56,15.149,21,30.117,0.172,2.231,27.274,141.053,1.141,3.706,10289.645,9.787,47.457,820.777,0,28.563,141.053,400
5.83782503842125,52.6625068518978,2018,3,4,4.422,39.421,27.445,-4.35,4,3.751,17.743,21,30.117,0.191,2.249,26.342,23.403,0.744,0.523,1513.738,4.204,8.794,131.47,0,23.951,23.403,400
5.83782471249052,52.6621100790527,2018,3,4,5.511,26.219,31.672,-4.35,4,5.744,21.969,21,30.117,0.233,2.225,38.588,48.711,1.545,1.086,3058.129,5.962,7.313,110.402,0,36.796,48.711,400
5.83619563558789,52.6622363625253,2018,3,4,7.833,15.31,23.523,-4.35,4,6.38,23.044,21,30.117,0.24,2.25,36.284,124.464,1.595,2.637,7374.817,9.756,11.787,165.562,0,36.341,124.464,400
5.83416667488485,52.6621729225368,2018,3,5,2.805,18.111,26.005,-4.35,4,1.397,19.386,21,30.117,0.251,2.056,6.738,42.576,1.558,0.902,2545.514,3,42.589,590.606,0,6.738,42.576,400
5.83391486498914,52.6620900634696,2018,3,5,2,13.778,27.185,-4.35,4,3.006,22.285,21,30.117,0.24,2.25,47.162,25.662,1.215,0.547,1586.267,3,25.648,358.993,0,47.162,25.662,400
5.83384076085392,52.6620552090767,2018,3,5,1,44.532,35.144,-4.35,4,1.817,6.286,21,30.117,0.062,2.25,34.528,7.33,0.411,0.158,497.568,3,7.324,108.254,0,34.528,7.33,400
5.83652137002693,52.6620201910203,2018,3,4,8.356,11.507,44.044,-4.35,4,6.013,22.561,21,30.117,0.239,2.25,32.093,133.871,1.472,2.837,7907.915,9.844,18.03,249.258,0,32.26,133.871,400
5.83926142438609,52.6609691715353,2018,3,4,4.401,34.849,21.942,-4.35,4,3.182,11.382,21,30.117,0.139,2.171,10.789,18.971,1.029,0.441,1286.631,3.901,8.707,134.587,0,9.934,18.971,400
5.83929098639348,52.6610357921709,2018,3,4,4.401,34.849,21.942,-4.35,4,3.182,11.382,21,30.117,0.139,2.171,10.789,18.971,1.029,0.441,1286.631,3.901,8.707,134.587,0,9.934,18.971,400
5.83607719482789,52.6603762753257,2018,3,4.234,7.746,31.196,30.165,-4.35,4,5.112,21.678,21,30.117,0.227,2.229,42.197,120.045,1.402,3.145,8743.254,8.234,49.149,816.583,0,44.266,120.045,400
5.83803223098757,52.6605020612935,2018,3,4.234,7.746,31.196,30.165,-4.35,4,5.112,21.678,21,30.117,0.227,2.229,42.197,120.045,1.402,3.145,8743.254,8.234,49.149,816.583,0,44.266,120.045,400
5.83687686750516,52.6603020130087,2018,3,4.234,7.746,31.196,30.165,-4.35,4,5.112,21.678,21,30.117,0.227,2.229,42.197,120.045,1.402,3.145,8743.254,8.234,49.149,816.583,0,44.266,120.045,400
5.83801721235843,52.6606458181389,2018,3,4.234,7.746,31.196,30.165,-4.35,4,5.112,21.678,21,30.117,0.227,2.229,42.197,120.045,1.402,3.145,8743.254,8.234,49.149,816.583,0,44.266,120.045,400
