Lat,Lon,Hoogte,EC 0.5m,EC 1m,EC 1.5m,EC 3m,Class_3,Class_5,Outlier
52.6617152,5.8366125,-6.6,13.2,29.9,35.3,53.2,2,4,0.0
52.6617242,5.8366131,-6.6,13.3,30.3,35.5,53.4,2,4,0.0
52.6617332,5.8366137,-6.6,13.4,30.4,35.6,53.4,2,4,0.0
52.6617421,5.8366143,-6.6,13.4,30.3,35.5,53.4,2,4,0.0
52.6617511,5.8366149,-6.6,13.2,30.0,35.4,53.4,2,4,0.0
52.6617601,5.8366155,-6.6,13.1,29.6,35.3,53.3,2,4,0.0
52.6617691,5.8366160,-6.6,12.9,29.5,35.1,53.1,2,4,0.0
52.6617781,5.8366166,-6.6,12.8,29.3,34.9,52.9,2,4,0.0
52.6617870,5.8366172,-6.6,12.6,28.9,34.6,52.8,2,4,0.0
52.6617960,5.8366178,-6.6,12.6,28.9,34.6,52.6,2,4,0.0
52.6618050,5.8366184,-6.6,12.8,29.3,34.6,52.3,2,4,0.0
52.6618140,5.8366189,-6.6,12.8,29.3,34.5,52.2,2,3,0.0
52.6618229,5.8366195,-6.6,12.6,28.9,34.2,51.9,2,3,0.0
52.6618319,5.8366201,-6.6,12.4,28.8,34.0,51.7,2,3,0.0
52.6618409,5.8366207,-6.6,12.0,28.4,33.6,51.3,2,3,0.0
52.6618499,5.8366213,-6.6,11.9,28.0,33.4,51.2,2,3,0.0
52.6618589,5.8366219,-6.6,11.8,28.0,33.3,51.2,2,3,0.0
52.6618678,5.8366224,-6.6,11.8,28.0,33.3,51.2,2,3,0.0
52.6618768,5.8366230,-6.6,12.0,28.0,33.3,51.1,2,3,0.0
52.6618858,5.8366236,-6.6,12.0,28.1,33.3,51.0,2,3,0.0
52.6618948,5.8366242,-6.6,12.1,28.1,33.2,50.7,2,3,0.0
52.6619038,5.8366248,-6.6,12.1,27.9,33.0,50.4,2,3,0.0
52.6619127,5.8366253,-6.6,12.1,27.8,32.9,50.3,2,3,0.0
52.6619217,5.8366259,-6.6,12.0,27.7,32.8,50.2,2,2,0.0
52.6619307,5.8366265,-6.6,12.0,27.7,32.8,50.2,2,2,0.0
52.6619397,5.8366271,-6.6,12.0,27.6,32.7,50.1,2,2,0.0
52.6619487,5.8366277,-6.6,12.0,27.5,32.7,50.0,2,2,0.0
52.6619576,5.8366283,-6.6,12.0,27.3,32.6,49.6,2,2,0.0
52.6619666,5.8366288,-6.6,11.9,27.2,32.4,49.3,2,2,0.0
52.6619756,5.8366294,-6.6,11.8,27.2,32.3,49.3,2,2,0.0
52.6619846,5.8366300,-6.6,11.7,26.9,32.2,49.2,2,2,0.0
52.6619935,5.8366306,-6.6,11.7,26.8,32.2,48.9,1,2,0.0
52.6620025,5.8366312,-6.6,11.6,26.6,31.9,48.5,1,2,0.0
52.6620115,5.8366317,-6.6,11.3,26.0,31.7,48.0,1,2,0.0
52.6620205,5.8366323,-6.6,11.2,26.0,31.4,47.6,1,2,0.0
52.6620295,5.8366329,-6.6,11.3,26.0,31.5,47.6,1,2,0.0
52.6620384,5.8366335,-6.6,11.5,26.4,31.7,47.7,1,2,0.0
52.6620474,5.8366341,-6.6,11.7,26.6,32.0,47.9,1,2,0.0
52.6620564,5.8366347,-6.6,12.0,26.8,32.1,48.3,1,2,0.0
52.6620654,5.8366352,-6.6,12.0,26.9,32.2,48.4,1,2,0.0
52.6620744,5.8366358,-6.6,12.0,27.0,32.2,48.4,1,2,0.0
52.6620833,5.8366364,-6.6,12.0,27.0,32.1,48.3,2,2,0.0
52.6620923,5.8366370,-6.6,12.1,27.1,32.1,48.3,2,2,0.0
52.6621013,5.8366376,-6.6,12.2,27.2,32.4,48.9,2,3,0.0
52.6621103,5.8366381,-6.6,12.6,28.0,33.1,49.3,2,3,0.0
52.6621193,5.8366387,-6.6,12.8,28.4,33.4,49.7,2,3,0.0
52.6621282,5.8366393,-6.6,12.9,28.8,33.6,49.9,2,3,0.0
52.6621372,5.8366399,-6.6,13.0,29.0,34.0,50.1,2,4,0.0
52.6621462,5.8366405,-6.6,13.2,29.2,34.1,50.1,2,4,0.0
52.6621552,5.8366411,-6.6,13.3,29.4,34.3,50.2,2,4,0.0
52.6599280,5.8365116,-6.5,13.0,26.9,31.3,46.1,1,2,0.0
52.6599370,5.8365121,-6.5,13.0,26.9,31.2,46.0,1,2,0.0
52.6599460,5.8365127,-6.5,12.9,26.9,31.2,45.8,1,2,0.0
52.6599550,5.8365133,-6.5,12.8,26.9,31.2,45.8,1,2,0.0
52.6599640,5.8365139,-6.5,12.8,26.9,31.1,45.8,1,2,0.0
52.6599729,5.8365145,-6.5,12.7,27.2,31.1,45.8,1,2,0.0
52.6599819,5.8365150,-6.5,12.6,27.4,31.1,45.9,1,2,0.0
52.6599909,5.8365156,-6.5,12.5,27.6,31.2,46.1,1,2,0.0
52.6599999,5.8365162,-6.5,12.5,27.7,31.2,46.6,1,2,0.0
52.6600089,5.8365168,-6.5,12.3,27.6,31.2,46.8,1,2,0.0
52.6600178,5.8365174,-6.4,12.2,27.4,31.1,46.9,1,2,0.0
52.6600268,5.8365179,-6.4,11.8,27.1,30.9,46.8,1,2,0.0
52.6600358,5.8365185,-6.4,11.7,26.5,30.7,46.7,1,1,0.0
52.6600448,5.8365191,-6.4,11.5,25.8,30.3,46.4,1,1,0.0
52.6600537,5.8365197,-6.4,11.4,25.4,30.1,46.1,1,1,0.0
52.6600627,5.8365203,-6.4,11.2,25.2,29.8,45.8,1,1,0.0
52.6600717,5.8365209,-6.4,11.1,25.1,29.6,45.3,1,1,0.0
52.6600807,5.8365214,-6.4,11.0,25.0,29.6,45.2,1,1,0.0
52.6600897,5.8365220,-6.4,11.0,25.0,29.6,45.1,1,1,0.0
52.6600986,5.8365226,-6.5,11.1,25.1,29.6,45.1,1,1,0.0
52.6601076,5.8365232,-6.5,11.2,25.3,29.7,45.0,1,1,0.0
52.6601166,5.8365238,-6.5,11.4,25.5,29.9,45.0,1,1,0.0
52.6601256,5.8365243,-6.5,11.4,25.6,29.9,44.9,1,1,0.0
52.6601346,5.8365249,-6.5,11.4,25.6,29.7,44.7,1,1,0.0
52.6601435,5.8365255,-6.5,11.4,25.4,29.5,44.5,1,1,0.0
52.6601525,5.8365261,-6.5,11.3,25.3,29.4,44.4,1,1,0.0
52.6601615,5.8365267,-6.5,11.1,25.0,29.2,44.3,1,1,0.0
52.6601705,5.8365273,-6.5,10.9,24.8,29.2,44.1,1,1,0.0
52.6601794,5.8365278,-6.5,10.8,24.7,29.0,44.0,1,1,0.0
52.6601884,5.8365284,-6.5,10.6,24.4,28.9,43.9,1,1,0.0
52.6601974,5.8365290,-6.5,10.6,24.3,28.8,43.8,1,1,0.0
52.6602064,5.8365296,-6.5,10.6,24.3,28.7,43.7,1,1,0.0
52.6602154,5.8365302,-6.5,10.6,24.4,28.7,43.7,1,1,0.0
52.6602243,5.8365307,-6.5,10.8,24.5,28.7,43.8,1,1,0.0
52.6602333,5.8365313,-6.5,10.8,24.6,28.8,44.0,1,1,0.0
52.6602423,5.8365319,-6.5,10.8,24.5,28.9,44.1,1,1,0.0
52.6602513,5.8365325,-6.5,10.8,24.4,28.8,44.1,1,1,0.0
52.6602603,5.8365331,-6.5,10.7,24.1,28.8,44.0,1,1,0.0
52.6602692,5.8365337,-6.5,10.6,24.1,28.8,44.0,1,1,0.0
52.6602782,5.8365342,-6.5,10.6,24.1,28.8,44.0,1,1,0.0
52.6602872,5.8365348,-6.5,10.7,24.3,28.8,44.2,1,1,0.0
52.6602962,5.8365354,-6.5,10.7,24.4,28.9,44.3,1,1,0.0
52.6603052,5.8365360,-6.5,10.7,24.5,29.0,44.4,1,1,0.0
52.6603141,5.8365366,-6.5,10.8,24.5,29.1,44.5,1,1,0.0
52.6603231,5.8365371,-6.5,10.8,24.5,29.2,44.6,1,1,0.0
52.6603321,5.8365377,-6.5,10.8,24.5,29.4,44.8,1,1,0.0
52.6603411,5.8365383,-6.5,10.8,24.6,29.5,45.0,1,1,0.0
52.6603500,5.8365389,-6.5,10.9,24.7,29.6,45.2,1,1,0.0
52.6603590,5.8365395,-6.5,11.0,24.9,29.9,45.4,1,1,0.0
52.6603680,5.8365401,-6.5,11.0,25.1,30.0,45.5,1,1,0.0
52.6603770,5.8365406,-6.5,11.0,25.1,30.1,45.8,1,1,0.0
52.6603860,5.8365412,-6.5,11.0,25.2,30.2,46.0,1,1,0.0
52.6603949,5.8365418,-6.5,11.0,25.3,30.3,46.2,1,1,0.0
52.6604039,5.8365424,-6.5,11.0,25.4,30.4,46.5,1,1,0.0
52.6604129,5.8365430,-6.5,11.0,25.5,30.6,46.9,1,1,0.0
52.6604219,5.8365435,-6.5,11.0,25.6,30.8,47.3,1,1,0.0
52.6604309,5.8365441,-6.5,11.0,25.7,31.0,47.7,1,1,0.0
52.6604398,5.8365447,-6.5,11.0,25.7,31.1,48.0,1,1,0.0
52.6604488,5.8365453,-6.5,11.0,25.8,31.2,48.3,1,1,0.0
52.6604578,5.8365459,-6.5,10.9,25.9,31.3,48.6,1,1,0.0
52.6604668,5.8365465,-6.5,10.9,25.9,31.3,48.6,1,1,0.0
52.6604758,5.8365470,-6.5,11.0,26.0,31.4,48.7,1,1,0.0
52.6604847,5.8365476,-6.5,11.2,26.1,31.6,48.8,1,1,0.0
52.6604937,5.8365482,-6.5,11.3,26.4,31.8,48.9,1,1,0.0
52.6605027,5.8365488,-6.5,11.3,26.5,31.8,48.9,1,1,0.0
52.6605117,5.8365494,-6.5,11.3,26.5,31.8,48.9,1,1,0.0
52.6605206,5.8365499,-6.5,11.3,26.4,31.8,49.1,1,1,0.0
52.6605296,5.8365505,-6.5,11.2,26.3,31.7,49.2,1,1,0.0
52.6605386,5.8365511,-6.5,11.2,26.3,31.6,49.4,1,1,0.0
52.6605476,5.8365517,-6.5,11.1,26.2,31.7,49.4,1,1,0.0
52.6605566,5.8365523,-6.5,11.1,26.2,31.8,49.5,1,1,0.0
52.6605655,5.8365529,-6.5,11.1,26.2,31.8,49.8,1,2,0.0
52.6605745,5.8365534,-6.5,11.0,26.2,32.0,50.2,1,2,0.0
52.6605835,5.8365540,-6.5,11.0,26.2,32.2,50.6,1,2,0.0
52.6605925,5.8365546,-6.5,11.3,26.7,32.6,51.0,1,2,0.0
52.6606015,5.8365552,-6.5,11.3,26.8,32.9,51.3,1,2,0.0
52.6606104,5.8365558,-6.5,11.4,27.2,33.2,51.4,2,2,0.0
52.6606194,5.8365563,-6.5,11.5,27.2,33.3,51.6,2,2,0.0
52.6606284,5.8365569,-6.5,11.5,27.3,33.4,51.8,2,2,0.0
52.6606374,5.8365575,-6.5,11.5,27.4,33.5,52.0,2,3,0.0
52.6606464,5.8365581,-6.5,11.5,27.5,33.6,52.3,2,3,0.0
52.6606553,5.8365587,-6.5,11.5,27.6,33.6,52.5,2,3,0.0
52.6606643,5.8365593,-6.5,11.7,28.0,33.8,52.7,2,3,0.0
52.6606733,5.8365598,-6.5,11.9,28.4,33.9,52.7,2,3,0.0
52.6606823,5.8365604,-6.5,12.1,28.5,34.1,52.7,2,3,0.0
52.6606912,5.8365610,-6.5,12.1,28.5,34.1,52.7,2,3,0.0
52.6607002,5.8365616,-6.5,12.1,28.4,34.0,52.6,2,3,0.0
52.6607092,5.8365622,-6.5,12.0,28.2,33.9,52.5,2,3,0.0
52.6607182,5.8365627,-6.5,11.9,27.8,33.8,52.4,2,3,0.0
52.6607272,5.8365633,-6.5,11.9,27.6,33.5,52.3,2,3,0.0
52.6607361,5.8365639,-6.5,11.8,27.5,33.5,52.1,2,3,0.0
52.6607451,5.8365645,-6.5,11.8,27.3,33.3,51.9,2,3,0.0
52.6607541,5.8365651,-6.5,11.8,27.3,33.2,51.9,2,3,0.0
52.6607631,5.8365656,-6.5,11.8,27.4,33.3,51.9,2,3,0.0
52.6607721,5.8365662,-6.5,11.8,27.4,33.4,52.1,2,3,0.0
52.6607810,5.8365668,-6.5,11.8,27.6,33.5,52.3,2,3,0.0
52.6607900,5.8365674,-6.5,11.8,27.7,33.6,52.5,2,3,0.0
52.6607990,5.8365680,-6.5,11.8,27.8,33.8,52.8,2,3,0.0
52.6608080,5.8365686,-6.5,11.9,27.8,34.0,53.0,2,3,0.0
52.6608170,5.8365691,-6.5,12.1,28.1,34.2,53.4,2,3,0.0
52.6608259,5.8365697,-6.5,12.2,28.2,34.4,53.8,2,3,0.0
52.6608349,5.8365703,-6.5,12.2,28.2,34.6,54.1,2,3,0.0
52.6608439,5.8365709,-6.5,12.2,28.4,34.8,54.3,2,4,0.0
52.6608529,5.8365715,-6.5,12.3,28.6,34.9,54.5,2,4,0.0
52.6608618,5.8365720,-6.5,12.4,29.0,35.2,54.7,3,4,0.0
52.6608708,5.8365726,-6.5,12.4,29.4,35.4,55.0,3,4,0.0
52.6608798,5.8365732,-6.5,12.6,29.7,35.7,55.4,3,4,0.0
52.6608888,5.8365738,-6.5,12.7,30.1,36.1,55.8,3,4,0.0
52.6608978,5.8365744,-6.5,12.9,30.2,36.5,56.2,3,4,0.0
52.6609067,5.8365750,-6.5,12.9,30.3,36.7,56.6,3,5,0.0
52.6609157,5.8365755,-6.5,12.9,30.3,36.8,56.8,3,5,0.0
52.6609247,5.8365761,-6.5,12.9,30.3,36.9,56.9,3,5,0.0
52.6609337,5.8365767,-6.5,12.9,30.3,36.9,56.9,3,5,0.0
52.6609427,5.8365773,-6.6,12.9,30.3,36.9,56.9,3,5,0.0
52.6609516,5.8365779,-6.6,12.8,30.2,36.8,56.8,3,5,0.0
52.6609606,5.8365784,-6.6,12.8,30.1,36.7,56.7,3,5,0.0
52.6609696,5.8365790,-6.6,12.7,30.0,36.6,56.7,3,5,0.0
52.6609786,5.8365796,-6.6,12.7,30.0,36.5,56.7,3,5,0.0
52.6609876,5.8365802,-6.6,12.5,30.2,36.5,56.8,3,5,0.0
52.6609965,5.8365808,-6.6,12.5,30.2,36.5,57.0,3,5,0.0
52.6610055,5.8365814,-6.6,12.5,30.2,36.5,57.1,3,5,0.0
52.6610145,5.8365819,-6.6,12.5,30.2,36.5,57.2,3,5,0.0
52.6610235,5.8365825,-6.6,12.5,30.2,36.5,57.2,3,5,0.0
52.6610324,5.8365831,-6.6,12.5,29.9,36.5,57.2,3,5,0.0
52.6610414,5.8365837,-6.6,12.4,29.7,36.5,57.1,3,5,0.0
52.6610504,5.8365843,-6.6,12.5,29.7,36.5,56.9,3,5,0.0
52.6610594,5.8365848,-6.6,12.6,29.8,36.5,56.9,3,5,0.0
52.6610684,5.8365854,-6.6,12.6,29.9,36.6,56.9,3,5,0.0
52.6610773,5.8365860,-6.6,12.7,30.0,36.7,57.1,3,5,0.0
52.6610863,5.8365866,-6.6,12.7,30.1,36.7,57.2,3,5,0.0
52.6610953,5.8365872,-6.6,12.8,30.2,36.8,57.3,3,5,0.0
52.6611043,5.8365878,-6.6,12.8,30.2,36.8,57.3,3,5,0.0
52.6611133,5.8365883,-6.6,12.9,30.4,36.9,57.4,3,5,0.0
52.6611222,5.8365889,-6.6,12.9,30.5,36.9,57.4,3,5,0.0
52.6611312,5.8365895,-6.6,12.9,30.5,36.9,57.4,3,5,0.0
52.6611402,5.8365901,-6.6,12.8,30.4,36.9,57.5,3,5,0.0
52.6611492,5.8365907,-6.6,12.7,30.3,36.9,57.6,3,5,0.0
52.6611582,5.8365912,-6.6,12.6,30.4,37.0,57.8,3,5,0.0
52.6611671,5.8365918,-6.6,12.9,30.8,37.2,57.8,3,5,0.0
52.6611761,5.8365924,-6.6,13.0,30.8,37.2,57.7,3,5,0.0
52.6611851,5.8365930,-6.6,13.0,30.9,37.1,57.6,3,5,0.0
52.6611941,5.8365936,-6.6,13.0,30.9,37.1,57.5,3,5,0.0
52.6612030,5.8365942,-6.6,13.0,30.7,37.0,57.1,3,5,0.0
52.6612120,5.8365947,-6.6,12.9,30.5,36.8,57.0,3,5,0.0
52.6612210,5.8365953,-6.6,12.9,30.4,36.9,57.0,3,5,0.0
52.6612300,5.8365959,-6.6,12.9,30.4,37.0,57.1,3,5,0.0
52.6612390,5.8365965,-6.6,13.0,30.5,37.0,57.1,3,5,0.0
52.6612479,5.8365971,-6.6,13.1,30.6,37.1,57.2,3,5,0.0
52.6612569,5.8365976,-6.6,13.1,30.6,37.1,57.3,3,5,0.0
52.6612659,5.8365982,-6.6,13.1,30.6,37.1,57.2,3,5,0.0
52.6612749,5.8365988,-6.6,13.0,30.6,37.0,57.0,3,5,0.0
52.6612839,5.8365994,-6.6,12.8,30.6,37.0,57.0,3,5,0.0
52.6612928,5.8366000,-6.6,12.8,30.6,36.9,56.9,3,5,0.0
52.6613018,5.8366006,-6.6,12.8,30.6,36.8,56.8,3,5,0.0
52.6613108,5.8366011,-6.6,12.9,30.6,36.8,56.8,3,5,0.0
52.6613198,5.8366017,-6.6,12.9,30.5,36.8,56.5,3,5,0.0
52.6613288,5.8366023,-6.6,12.9,30.2,36.6,56.3,3,5,0.0
52.6613377,5.8366029,-6.6,12.7,30.0,36.3,55.9,3,4,0.0
52.6613467,5.8366035,-6.6,12.5,29.7,36.0,55.8,3,4,0.0
52.6613557,5.8366040,-6.6,12.3,29.6,35.8,55.7,3,4,0.0
52.6613647,5.8366046,-6.6,12.2,29.5,35.8,55.6,3,4,0.0
52.6613736,5.8366052,-6.6,12.2,29.6,35.8,55.6,3,4,0.0
52.6613826,5.8366058,-6.6,12.3,29.7,35.9,55.6,3,4,0.0
52.6613916,5.8366064,-6.6,12.5,29.8,35.9,55.6,3,4,0.0
52.6614006,5.8366070,-6.6,12.5,29.8,35.9,55.6,3,4,0.0
52.6614096,5.8366075,-6.6,12.5,29.8,35.9,55.5,3,4,0.0
52.6614185,5.8366081,-6.6,12.4,29.7,35.9,55.5,3,4,0.0
52.6614275,5.8366087,-6.6,12.3,29.5,35.8,55.5,3,4,0.0
52.6614365,5.8366093,-6.6,12.3,29.4,35.7,55.5,3,4,0.0
52.6614455,5.8366099,-6.6,12.3,29.4,35.7,55.4,3,4,0.0
52.6614545,5.8366104,-6.6,12.3,29.5,35.7,55.3,3,4,0.0
52.6614634,5.8366110,-6.6,12.4,29.5,35.6,55.2,3,4,0.0
52.6614724,5.8366116,-6.6,12.4,29.5,35.5,55.1,3,4,0.0
52.6614814,5.8366122,-6.6,12.4,29.5,35.5,54.8,3,4,0.0
52.6614904,5.8366128,-6.6,12.4,29.2,35.3,54.4,3,4,0.0
52.6614994,5.8366134,-6.6,12.3,29.1,35.0,54.3,2,4,0.0
52.6615083,5.8366139,-6.6,12.1,28.9,34.8,54.0,2,4,0.0
52.6615173,5.8366145,-6.6,12.1,28.7,34.7,53.8,2,3,0.0
52.6615263,5.8366151,-6.6,12.1,28.6,34.6,53.6,2,3,0.0
52.6615353,5.8366157,-6.6,12.0,28.5,34.4,53.3,2,3,0.0
52.6615442,5.8366163,-6.6,12.0,28.2,34.3,52.9,2,3,0.0
52.6615532,5.8366168,-6.6,11.8,27.7,33.9,52.5,2,3,0.0
52.6615622,5.8366174,-6.6,11.7,27.5,33.6,52.2,2,3,0.0
52.6615712,5.8366180,-6.6,11.6,27.4,33.4,52.0,2,3,0.0
52.6615802,5.8366186,-6.6,11.5,27.3,33.2,51.7,2,3,0.0
52.6615891,5.8366192,-6.6,11.5,27.1,33.2,51.5,2,3,0.0
52.6615981,5.8366198,-6.6,11.4,27.1,33.1,51.3,2,3,0.0
52.6616071,5.8366203,-6.6,11.4,27.1,32.9,51.1,2,3,0.0
52.6616161,5.8366209,-6.6,11.4,27.0,32.7,50.9,2,3,0.0
52.6616251,5.8366215,-6.6,11.4,27.0,32.7,50.8,2,3,0.0
52.6616340,5.8366221,-6.6,11.4,27.1,32.7,50.8,2,3,0.0
52.6616430,5.8366227,-6.6,11.6,27.1,32.8,50.8,2,3,0.0
52.6616520,5.8366232,-6.6,11.6,27.2,33.0,50.9,2,3,0.0
52.6616610,5.8366238,-6.6,11.8,27.5,33.3,51.0,2,3,0.0
52.6616700,5.8366244,-6.6,12.2,28.0,33.7,51.4,2,3,0.0
52.6616789,5.8366250,-6.6,12.5,28.6,34.2,51.9,2,3,0.0
52.6616879,5.8366256,-6.6,12.8,29.1,34.6,52.3,2,3,0.0
52.6616969,5.8366262,-6.6,13.0,29.7,35.0,52.8,2,4,0.0
52.6617059,5.8366267,-6.6,13.2,30.1,35.5,53.2,2,4,0.0
52.6617148,5.8366273,-6.6,13.3,30.4,35.7,53.7,2,4,0.0
52.6617238,5.8366279,-6.6,13.4,30.4,35.9,53.8,2,4,0.0
52.6617328,5.8366285,-6.6,13.4,30.4,35.7,53.7,2,4,0.0
52.6617418,5.8366291,-6.6,13.4,30.3,35.7,53.4,2,4,0.0
52.6617508,5.8366296,-6.6,13.2,30.1,35.4,53.4,2,4,0.0
52.6617597,5.8366302,-6.6,13.0,29.6,35.2,53.1,2,4,0.0
52.6617687,5.8366308,-6.6,12.8,29.2,34.7,52.8,2,4,0.0
52.6617777,5.8366314,-6.6,12.5,28.9,34.5,52.6,2,4,0.0
52.6617867,5.8366320,-6.6,12.3,28.5,34.1,52.3,2,4,0.0
52.6617957,5.8366326,-6.6,12.2,28.4,34.1,52.3,2,4,0.0
52.6618046,5.8366331,-6.6,12.5,28.8,34.1,52.1,2,3,0.0
52.6618136,5.8366337,-6.6,12.5,28.8,34.0,51.9,2,3,0.0
52.6618226,5.8366343,-6.6,12.3,28.8,34.0,51.7,2,3,0.0
52.6618316,5.8366349,-6.6,12.2,28.5,33.7,51.4,2,3,0.0
52.6618406,5.8366355,-6.6,12.1,28.3,33.6,51.3,2,3,0.0
52.6618495,5.8366360,-6.6,11.9,28.0,33.4,51.2,2,3,0.0
52.6618585,5.8366366,-6.6,11.8,28.0,33.3,51.2,2,3,0.0
52.6618675,5.8366372,-6.6,11.8,28.0,33.3,51.2,2,3,0.0
52.6618765,5.8366378,-6.6,11.9,28.0,33.3,51.1,2,3,0.0
52.6618854,5.8366384,-6.6,12.0,28.1,33.3,51.0,2,3,0.0
52.6618944,5.8366389,-6.6,12.1,28.1,33.2,50.8,2,3,0.0
52.6619034,5.8366395,-6.6,12.1,27.9,33.1,50.5,2,3,0.0
52.6619124,5.8366401,-6.6,12.0,27.8,32.9,50.3,2,3,0.0
52.6619214,5.8366407,-6.6,12.0,27.7,32.8,50.3,2,2,0.0
52.6619303,5.8366413,-6.6,11.9,27.6,32.7,50.2,2,2,0.0
52.6619393,5.8366419,-6.6,12.0,27.4,32.7,50.1,2,2,0.0
52.6619483,5.8366424,-6.6,12.0,27.4,32.6,50.0,2,2,0.0
52.6619573,5.8366430,-6.6,11.9,27.2,32.6,49.8,2,2,0.0
52.6619663,5.8366436,-6.6,11.8,27.2,32.4,49.5,2,2,0.0
52.6619752,5.8366442,-6.6,11.8,27.2,32.4,49.4,2,2,0.0
52.6619842,5.8366448,-6.6,11.7,27.1,32.4,49.3,2,2,0.0
52.6619932,5.8366453,-6.6,11.7,27.1,32.4,49.3,2,2,0.0
52.6620022,5.8366459,-6.6,11.8,27.2,32.4,49.3,2,2,0.0
52.6620111,5.8366465,-6.6,11.9,27.0,32.4,48.8,1,2,0.0
52.6620201,5.8366471,-6.6,11.7,27.0,31.9,48.2,1,2,0.0
52.6620291,5.8366477,-6.6,11.6,26.9,32.0,48.2,1,2,0.0
52.6620381,5.8366483,-6.6,11.7,26.9,32.1,48.2,1,2,0.0
52.6620471,5.8366488,-6.6,12.0,27.1,32.2,48.4,1,2,0.0
52.6620560,5.8366494,-6.6,12.0,27.1,32.2,48.4,1,2,0.0
52.6620650,5.8366500,-6.6,12.0,27.1,32.2,48.4,2,2,0.0
52.6620740,5.8366506,-6.6,12.0,27.1,32.1,48.4,2,2,0.0
52.6620830,5.8366512,-6.6,12.0,27.0,32.1,48.3,2,2,0.0
52.6620920,5.8366517,-6.6,12.1,27.1,32.1,48.4,2,3,0.0
52.6621009,5.8366523,-6.6,12.2,27.2,32.4,48.9,2,3,0.0
52.6621099,5.8366529,-6.6,12.6,28.0,33.2,49.5,2,3,0.0
52.6621189,5.8366535,-6.6,12.8,28.6,33.5,49.8,2,3,0.0
52.6621279,5.8366541,-6.6,13.0,28.9,33.8,50.0,2,3,0.0
52.6621369,5.8366547,-6.6,13.1,29.2,34.1,50.3,2,4,0.0
52.6621458,5.8366552,-6.6,13.2,29.4,34.2,50.3,2,4,0.0
52.6621548,5.8366558,-6.6,13.4,29.5,34.4,50.4,2,4,0.0
52.6599277,5.8365263,-6.5,12.8,26.8,31.2,45.9,1,2,0.0
52.6599367,5.8365269,-6.5,12.8,26.9,31.2,45.8,1,2,0.0
52.6599456,5.8365275,-6.5,12.8,26.8,31.2,45.8,1,2,0.0
52.6599546,5.8365281,-6.5,12.8,26.8,31.1,45.8,1,2,0.0
52.6599636,5.8365286,-6.5,12.8,26.9,31.0,45.8,1,2,0.0
52.6599726,5.8365292,-6.5,12.6,26.9,31.0,45.8,1,2,0.0
52.6599816,5.8365298,-6.5,12.5,26.9,31.0,45.8,1,2,0.0
52.6599905,5.8365304,-6.5,12.5,27.4,31.0,45.9,1,2,0.0
52.6599995,5.8365310,-6.5,12.5,27.6,31.1,46.1,1,2,0.0
52.6600085,5.8365316,-6.5,12.4,27.5,31.1,46.5,1,2,0.0
52.6600175,5.8365321,-6.5,12.2,27.4,30.9,46.5,1,2,0.0
52.6600265,5.8365327,-6.4,12.0,27.1,30.7,46.5,1,1,0.0
52.6600354,5.8365333,-6.4,11.7,26.5,30.5,46.4,1,1,0.0
52.6600444,5.8365339,-6.4,11.5,25.7,30.2,46.1,1,1,0.0
52.6600534,5.8365345,-6.4,11.2,25.3,29.9,45.8,1,1,0.0
52.6600624,5.8365350,-6.4,11.1,25.1,29.7,45.3,1,1,0.0
52.6600713,5.8365356,-6.4,11.1,25.1,29.5,45.1,1,1,0.0
52.6600803,5.8365362,-6.4,11.0,25.0,29.5,45.0,1,1,0.0
52.6600893,5.8365368,-6.4,11.0,25.0,29.5,44.9,1,1,0.0
52.6600983,5.8365374,-6.4,11.1,25.1,29.5,44.9,1,1,0.0
52.6601073,5.8365380,-6.5,11.1,25.2,29.5,44.7,1,1,0.0
52.6601162,5.8365385,-6.5,11.2,25.3,29.6,44.7,1,1,0.0
52.6601252,5.8365391,-6.5,11.4,25.5,29.7,44.5,1,1,0.0
52.6601342,5.8365397,-6.5,11.4,25.4,29.5,44.4,1,1,0.0
52.6601432,5.8365403,-6.5,11.4,25.4,29.4,44.3,1,1,0.0
52.6601522,5.8365409,-6.5,11.4,25.3,29.2,44.1,1,1,0.0
52.6601611,5.8365414,-6.5,11.2,25.2,29.2,44.0,1,1,0.0
52.6601701,5.8365420,-6.5,11.0,24.8,29.0,43.9,1,1,0.0
52.6601791,5.8365426,-6.5,10.6,24.4,28.9,43.8,1,1,0.0
52.6601881,5.8365432,-6.5,10.5,24.3,28.7,43.7,1,1,0.0
52.6601971,5.8365438,-6.5,10.5,24.0,28.5,43.5,1,1,0.0
52.6602060,5.8365444,-6.5,10.5,23.9,28.5,43.5,1,1,0.0
52.6602150,5.8365449,-6.5,10.5,24.0,28.5,43.5,1,1,0.0
52.6602240,5.8365455,-6.5,10.6,24.3,28.5,43.5,1,1,0.0
52.6602330,5.8365461,-6.5,10.7,24.4,28.6,43.7,1,1,0.0
52.6602419,5.8365467,-6.5,10.8,24.4,28.8,43.8,1,1,0.0
52.6602509,5.8365473,-6.5,10.8,24.4,28.8,44.0,1,1,0.0
52.6602599,5.8365478,-6.5,10.7,24.3,28.9,44.0,1,1,0.0
52.6602689,5.8365484,-6.5,10.7,24.3,28.9,44.0,1,1,0.0
52.6602779,5.8365490,-6.5,10.8,24.3,28.9,44.2,1,1,0.0
52.6602868,5.8365496,-6.5,10.8,24.5,29.0,44.3,1,1,0.0
